Serial # of the imaged chromosome,ID # of the imaged TAD,x(um),y(um),z(um)
29,2,25.18637,24.200189,2.832982
29,3,25.008811,24.600616,2.913877
29,4,24.807238,24.536313,2.815487
29,5,25.060664,24.394415,3.033198
29,6,25.475447,24.584623,2.728599
29,7,25.18167,24.327047,3.236164
29,8,24.797585,24.261535,3.219693
29,9,24.703058,24.505928,3.280266
29,10,,,
29,11,24.599164,24.022743,2.571053
29,12,24.946019,23.588159,2.99946
29,13,24.562028,24.015278,3.212719
29,14,25.032355,24.61305,3.465024
29,15,24.207775,24.705648,3.185681
29,16,24.598839,24.549486,2.897745
29,17,24.793188,24.783424,2.71981
29,18,24.868592,24.290694,2.682809
29,19,24.93588,24.06381,2.122116
29,20,25.086848,24.20622,2.779185
29,21,24.667169,24.159992,2.520003
29,22,24.778749,23.852287,2.99044
29,23,24.199962,24.288302,3.064378
29,24,,,
29,25,24.448921,24.984442,3.32379
29,26,24.67364,24.334869,3.788809
29,27,25.12545,24.805318,2.557054
30,1,27.201883,14.411158,0.821843
30,2,27.273131,14.695543,1.018992
30,3,27.340749,14.884894,1.467581
30,4,27.638942,14.841491,2.00393
30,5,27.406405,14.8458,1.027238
30,6,26.808975,15.302096,0.625482
30,7,27.084795,14.88078,0.988289
30,8,27.450463,14.890773,0.94082
30,9,27.881256,14.956882,1.042103
30,10,28.020722,14.902097,0.864841
30,11,,,
30,12,26.577555,14.893171,1.162028
30,13,26.599951,14.508065,0.873427
30,14,26.836076,14.83469,1.656354
30,15,26.391671,15.223039,1.667112
30,16,26.798055,15.233188,1.75947
30,17,26.674286,15.3482,1.745164
30,18,26.544039,15.062049,1.954003
30,19,26.71947,14.313541,2.475541
30,20,27.120397,14.881128,2.665446
30,21,26.644004,13.944182,2.244636
30,22,27.004178,13.983513,2.378719
30,23,26.55576,14.159883,1.778901
30,24,,,
30,25,26.678414,14.413934,1.856668
30,26,26.414827,13.91528,0.663574
30,27,26.579115,13.633325,1.530618
31,1,28.54545,16.634702,0.752477
31,2,28.777257,16.660861,1.208249
31,3,29.059433,16.875318,2.077189
31,4,29.338643,17.269354,1.951818
31,5,29.205805,18.355242,1.098854
31,6,28.4295,16.577309,1.546446
31,7,28.913126,16.861707,1.239496
31,8,28.318954,17.301452,1.119597
31,9,28.419069,17.35662,1.327095
31,10,28.538141,17.724492,1.485456
31,11,28.963554,18.032851,1.885959
31,12,28.968281,17.768864,2.287565
31,13,28.483364,17.140943,0.856731
31,14,28.776148,17.439592,0.909697
31,15,28.607373,17.131248,1.336711
31,16,28.954133,17.517716,1.320444
31,17,29.070756,17.626628,1.130483
31,18,29.559451,17.619107,1.416067
31,19,29.931789,18.061972,2.049888
31,20,29.011566,18.202633,1.015127
31,21,29.765858,18.46612,2.505823
31,22,30.338635,18.449701,1.811551
31,23,29.992043,18.316897,2.136941
31,24,29.935318,18.377094,1.22834
31,25,30.024486,17.879074,1.775904
31,26,29.572947,17.439949,1.166216
31,27,29.324308,17.364541,1.392326
32,1,25.589495,19.713681,3.032307
32,2,25.765965,20.673228,2.150376
32,3,25.537796,20.332597,1.455676
32,4,25.126453,20.292384,1.922659
32,5,25.212552,19.937426,1.805771
32,6,25.251026,19.734517,2.65618
32,7,25.399622,19.514855,2.381858
32,8,24.748282,19.925815,2.473483
32,9,24.995039,19.784676,2.511554
32,10,,,
32,11,24.675509,19.821118,1.967661
32,12,24.896609,20.419263,1.953529
32,13,24.977451,20.38182,2.830793
32,14,25.198586,20.2381,2.475108
32,15,24.455982,20.671711,1.864687
32,16,24.240056,20.830906,1.981852
32,17,24.276834,20.826797,1.394636
32,18,23.881488,20.338745,1.459503
32,19,24.249686,21.553845,1.828543
32,20,24.235239,20.958193,2.034383
32,21,24.817152,20.644184,1.658219
32,22,24.592496,20.140302,1.912581
32,23,24.889431,20.656559,2.105367
32,24,,,
32,25,25.28401,20.697123,2.275494
32,26,25.266628,20.363604,2.591803
32,27,24.555564,20.217047,2.393538
33,1,16.268023,17.901711,0.949296
33,2,16.052725,18.144923,1.57353
33,3,16.530319,18.530204,1.366033
33,4,16.641147,18.270943,1.683031
33,5,16.195451,17.800266,1.688089
33,6,16.575368,17.486653,1.113882
33,7,16.630618,17.810534,1.087896
33,8,16.368677,17.87296,1.391033
33,9,16.066294,17.640406,1.180764
33,10,16.177775,17.484313,1.6062
33,11,15.698328,18.020613,2.213795
33,12,16.245405,17.615412,1.769955
33,13,16.8608,17.986804,2.778798
33,14,16.171969,16.876302,3.376472
33,15,16.262081,19.383041,2.356485
33,16,16.312778,18.691088,2.030603
33,17,16.17099,18.792466,1.800455
33,18,,,
33,19,16.125645,18.855834,2.125556
33,20,16.973771,19.324968,1.675469
33,21,17.027868,18.791398,1.865488
33,22,16.822011,18.899629,1.400534
33,23,16.452243,18.619754,1.605213
33,24,15.934159,18.188125,1.620946
33,25,15.218845,17.98724,1.992736
33,26,15.04713,17.620384,1.342875
33,27,15.242472,17.201971,1.813037
34,1,14.512609,25.059427,3.158995
34,2,13.992776,24.689399,2.703247
34,3,14.087711,25.088762,2.747813
34,4,14.078337,25.250414,2.763339
34,5,14.120644,24.970508,2.180349
34,6,13.692997,24.787967,1.674814
34,7,13.648505,25.774119,1.57787
34,8,14.242789,25.340073,1.982576
34,9,14.182032,25.52439,1.809104
34,10,14.363773,25.488621,2.11612
34,11,14.521756,24.918618,1.652967
34,12,14.58406,25.869074,1.688134
34,13,15.34347,26.563148,0.963843
34,14,14.702754,26.941434,0.97593
34,15,13.693658,26.262015,1.952907
34,16,13.753742,26.561415,2.351293
34,17,13.853538,26.081295,2.048129
34,18,13.876827,26.188856,2.033822
34,19,14.355995,27.051462,2.344973
34,20,14.245286,27.346845,2.232427
34,21,14.538604,28.113975,2.282292
34,22,15.177077,28.396793,1.726039
34,23,14.393619,27.51818,1.72888
34,24,14.41041,27.151879,1.957638
34,25,13.611965,26.661324,1.966714
34,26,14.152664,27.313665,1.136442
34,27,13.272207,26.31879,1.503494
35,1,29.269357,18.07412,2.722827
35,2,29.030468,18.280355,2.357504
35,3,28.913482,17.906511,2.67121
35,4,28.883221,18.234529,1.832324
35,5,28.681915,18.051536,2.034521
35,6,29.626741,18.819588,2.375127
35,7,28.539179,18.957132,2.703508
35,8,28.966347,19.40355,2.541727
35,9,29.007557,19.368578,2.962536
35,10,30.814177,19.848124,1.48444
35,11,29.199532,19.628095,1.916167
35,12,29.384619,19.450688,1.882753
35,13,29.543756,19.183212,2.632868
35,14,29.561556,18.991803,2.572525
35,15,29.388501,20.327441,2.060425
35,16,29.663096,20.390616,2.126591
35,17,29.40564,19.713349,2.511412
35,18,29.899223,19.877692,2.016324
35,19,30.317805,19.485467,2.580013
35,20,30.202563,19.166992,1.518426
35,21,30.032724,19.086071,2.308174
35,22,30.559029,18.96775,1.646766
35,23,29.79061,18.670904,2.287427
35,24,29.317738,18.211938,1.924267
35,25,28.451816,17.735913,1.931131
35,26,,,
35,27,,,
36,1,30.036565,25.089199,1.007978
36,2,29.905431,25.131832,1.690632
36,3,29.884521,25.565476,1.962077
36,4,29.982409,25.53488,2.126685
36,5,29.515507,25.387646,2.133614
36,6,29.886778,25.764346,1.827891
36,7,29.607677,24.980892,1.453784
36,8,29.326987,24.529509,1.398106
36,9,29.460113,24.671684,1.354798
36,10,29.481465,24.857534,2.074035
36,11,29.424488,24.131082,2.357908
36,12,29.732681,24.223796,1.979484
36,13,30.306325,24.850354,1.236689
36,14,30.671341,24.520415,3.322829
36,15,30.045725,24.952993,2.127036
36,16,29.785136,25.116044,2.214668
36,17,29.51052,25.156686,1.538349
36,18,29.418436,24.853605,2.019407
36,19,29.802112,25.186783,2.513331
36,20,29.498181,24.924357,1.541612
36,21,28.937549,24.888456,2.389328
36,22,29.712054,24.966072,1.944998
36,23,29.522439,25.308133,2.101322
36,24,28.896226,24.667503,2.028386
36,25,28.474587,24.467448,2.300953
36,26,28.596536,25.662024,2.895849
36,27,28.490587,23.753439,1.832144
37,1,21.185321,15.410295,1.960802
37,2,,,
37,3,,,
37,4,,,
37,5,19.782152,15.44038,1.941538
37,6,20.26073,15.089229,1.582426
37,7,20.096273,15.257459,1.87083
37,8,20.205416,15.636015,1.917173
37,9,20.171344,15.674082,1.951624
37,10,20.261592,15.950087,1.822263
37,11,20.566894,16.751225,2.112834
37,12,20.53682,16.527098,2.322943
37,13,20.463291,15.574348,2.273083
37,14,21.05389,16.172898,2.489092
37,15,20.890454,16.555285,2.625936
37,16,21.089901,16.327269,3.021351
37,17,20.848504,16.164298,2.526474
37,18,21.22305,16.616878,2.401588
37,19,21.402694,16.292938,2.404024
37,20,20.605058,15.534294,1.797664
37,21,20.399444,15.913091,1.709723
37,22,20.661865,15.56303,1.956286
37,23,20.048287,15.637882,1.789471
37,24,20.026512,15.0495,1.81701
37,25,20.455693,16.257505,1.803417
37,26,20.600981,15.589257,2.29934
37,27,21.508072,16.496339,2.428594
38,1,24.18245,18.346871,3.712238
38,2,23.628242,17.581344,2.579577
38,3,24.852219,18.85217,3.736712
38,4,25.02261,18.746042,3.06493
38,5,24.957967,19.085126,2.849626
38,6,24.427231,17.427103,3.400384
38,7,24.658978,17.884241,3.244839
38,8,24.854437,17.854735,3.811622
38,9,24.735495,18.133406,3.802732
38,10,24.902583,18.041961,2.774588
38,11,25.020037,18.310512,2.667302
38,12,25.452733,18.554184,2.415947
38,13,23.921205,17.928957,3.180795
38,14,24.231364,17.570907,3.683879
38,15,24.548286,18.826752,2.815233
38,16,24.33971,19.779973,2.583724
38,17,25.234017,19.043069,2.735312
38,18,24.425198,19.631747,1.399804
38,19,25.035787,19.401371,1.889339
38,20,25.595857,18.447832,1.873103
38,21,25.262002,17.843667,2.018165
38,22,24.91183,17.929013,2.82596
38,23,24.20619,17.38328,3.431763
38,24,24.60231,16.993596,2.954203
38,25,24.92785,17.639718,2.625979
38,26,23.735428,18.259468,3.291843
38,27,24.384743,18.356294,2.66223
39,1,25.169439,23.540099,1.311072
39,2,25.22027,24.498102,1.915659
39,3,24.114831,23.505608,1.788525
39,4,23.769753,23.485034,2.125383
39,5,23.662569,23.530796,1.980275
39,6,24.73746,23.658871,1.397038
39,7,24.713306,23.271747,1.643884
39,8,24.573783,23.428343,1.928611
39,9,24.822772,23.372721,1.694224
39,10,24.293821,23.434262,1.850487
39,11,23.369726,22.813,2.493361
39,12,23.342127,23.21785,2.011833
39,13,24.005525,23.173134,2.09086
39,14,24.590671,24.735582,1.055172
39,15,24.674273,25.094391,1.897295
39,16,24.551325,25.378697,1.784211
39,17,24.326988,25.101583,1.533051
39,18,24.308298,25.210255,1.709396
39,19,24.340264,25.439961,1.950032
39,20,24.338787,25.489342,1.355536
39,21,24.050294,24.862412,1.978039
39,22,24.292957,24.711624,1.671036
39,23,23.740817,24.667767,1.922823
39,24,24.127313,24.178383,1.712126
39,25,23.631815,23.847243,2.342116
39,26,24.642917,24.236689,1.15226
39,27,24.117538,24.584243,1.802837
40,1,,,
40,2,,,
40,3,23.76417,28.159429,2.1298
40,4,22.229113,27.705743,1.637078
40,5,,,
40,6,22.876453,27.410073,1.59004
40,7,22.538798,27.049298,1.342702
40,8,22.597093,27.227592,1.475103
40,9,22.441854,27.158285,1.307326
40,10,22.462189,27.332986,2.044456
40,11,23.442662,27.009407,2.301329
40,12,23.228747,27.319694,1.996565
40,13,23.514785,27.850964,1.285225
40,14,22.828528,28.264483,1.320178
40,15,23.652454,28.196657,1.951299
40,16,23.781343,27.954737,1.703103
40,17,23.584118,28.145872,1.237728
40,18,23.86967,27.252876,1.786794
40,19,23.407884,26.97974,1.970986
40,20,22.90413,27.093356,2.058217
40,21,23.122072,26.718361,2.342891
40,22,21.874507,26.883151,1.280271
40,23,22.331236,27.328119,1.958157
40,24,22.785131,27.623614,1.603587
40,25,23.101953,27.959319,1.880765
40,26,23.184941,28.551871,1.138267
40,27,,,
41,1,19.913597,20.731887,2.766307
41,2,20.23182,21.421611,2.245957
41,3,21.004039,21.135768,1.944286
41,4,20.413068,21.163939,1.646086
41,5,20.226187,21.364596,1.769985
41,6,19.77046,21.387304,2.366308
41,7,19.803017,20.83004,2.81885
41,8,19.539379,21.139616,2.27105
41,9,19.36007,20.651781,2.243535
41,10,19.697691,20.794205,1.583854
41,11,19.971596,20.948126,1.346411
41,12,19.238212,20.496469,2.007265
41,13,18.915584,20.571512,2.560954
41,14,19.458961,21.051991,2.592759
41,15,19.196012,21.169073,1.983524
41,16,18.930124,20.915905,1.731423
41,17,18.71636,20.662845,1.946756
41,18,18.393437,20.901852,1.664776
41,19,18.882383,20.578203,2.209322
41,20,19.172529,20.228562,2.197763
41,21,18.996667,20.337121,2.050276
41,22,19.098215,18.865989,2.344433
41,23,18.600844,19.235967,2.16309
41,24,19.196671,19.374457,2.160296
41,25,19.359459,20.730957,1.605496
41,26,19.666399,20.975942,2.657288
41,27,20.260671,21.646303,2.005222
42,1,22.50105,22.136783,1.451813
42,2,22.443113,22.482356,1.236205
42,3,22.37914,22.328403,1.904478
42,4,22.462533,22.202708,1.658113
42,5,22.277274,21.52714,2.252256
42,6,23.820268,21.439428,1.919012
42,7,23.094382,21.761217,2.323881
42,8,23.288806,22.674837,2.205969
42,9,23.435603,22.370689,2.144893
42,10,23.455954,22.405672,2.617702
42,11,24.184495,22.116627,2.116446
42,12,23.403031,21.675485,2.535808
42,13,23.241157,21.241787,1.783865
42,14,22.909451,21.69757,1.488328
42,15,23.018026,21.562018,2.286706
42,16,22.549141,22.149892,2.61285
42,17,23.152069,22.099893,2.667686
42,18,22.919825,21.971182,2.649172
42,19,23.568675,22.030202,2.715806
42,20,22.755063,21.836333,2.139395
42,21,23.567965,21.144795,2.29719
42,22,24.113082,20.942235,2.601779
42,23,23.880678,21.266503,2.005065
42,24,23.298201,21.087709,1.818976
42,25,23.748261,21.491769,2.24437
42,26,23.744366,22.692754,1.877042
42,27,22.681931,22.589988,1.878616
43,1,17.642628,26.344047,1.148705
43,2,,,
43,3,17.60157,26.780035,1.625708
43,4,,,
43,5,17.282615,25.998462,1.559172
43,6,17.011183,26.447537,1.137755
43,7,17.462684,25.89692,1.28924
43,8,17.233405,25.519435,1.416578
43,9,16.858794,25.336683,1.360988
43,10,17.50696,26.968124,1.41527
43,11,16.68528,24.810645,2.095601
43,12,16.487133,24.710114,1.437358
43,13,16.445508,25.915182,0.964925
43,14,17.065336,25.70817,1.131601
43,15,17.11006,24.968724,1.716842
43,16,17.615262,24.960518,1.655247
43,17,17.223584,24.744564,1.925068
43,18,17.871988,24.724112,1.918273
43,19,18.371004,23.707917,2.393186
43,20,18.385399,23.834646,1.753962
43,21,18.666266,23.785551,1.453754
43,22,19.234585,23.891835,1.224093
43,23,19.151786,24.48724,1.615179
43,24,18.302168,25.088736,1.48243
43,25,19.189176,23.207089,1.293599
43,26,18.948351,25.588577,1.080527
43,27,18.398348,25.047853,1.551901
44,1,21.818156,21.524856,1.001243
44,2,22.096474,21.283534,1.334833
44,3,22.738707,21.083217,2.337086
44,4,22.710994,20.878184,2.356211
44,5,23.528399,20.33892,1.819755
44,6,23.451141,20.414959,1.893135
44,7,21.980705,21.486574,1.71923
44,8,22.276157,21.2325,2.359659
44,9,21.994881,20.704636,2.463227
44,10,21.662511,21.472592,1.502409
44,11,21.18893,20.805625,1.355379
44,12,21.464886,20.732643,1.565174
44,13,21.765421,21.829659,2.166996
44,14,22.139583,21.277418,2.404394
44,15,22.12834,21.110691,2.193687
44,16,22.01536,20.865188,1.915366
44,17,22.125384,20.801419,1.856909
44,18,22.19324,20.740493,1.672244
44,19,20.956369,21.290677,2.291126
44,20,19.907864,21.374027,1.486068
44,21,19.89356,22.100681,1.677091
44,22,21.013856,21.531369,2.027338
44,23,21.401462,21.64505,2.177774
44,24,22.157598,22.352365,2.376467
44,25,22.049829,22.509385,2.148994
44,26,23.111474,21.06779,2.879158
44,27,22.656381,20.520573,2.227931
45,1,26.788354,24.572597,2.688818
45,2,27.262974,25.055965,2.219141
45,3,27.396635,25.520228,1.686421
45,4,27.14728,25.201649,1.77463
45,5,27.541971,24.996058,1.810397
45,6,27.675467,25.642356,2.302566
45,7,27.448228,24.613533,2.289225
45,8,26.314978,24.087468,1.897016
45,9,26.479274,23.835035,2.206607
45,10,25.978106,23.590277,1.897117
45,11,26.49956,23.948115,1.603267
45,12,25.855926,23.791667,1.639941
45,13,25.943792,23.950904,2.688788
45,14,26.790175,24.934235,2.638771
45,15,25.927379,23.577957,1.838073
45,16,25.957503,23.650315,2.435081
45,17,25.709052,23.636868,2.395669
45,18,25.450639,24.142085,1.555079
45,19,24.887174,22.914953,1.727192
45,20,24.514109,22.391375,1.709758
45,21,24.060333,22.111342,1.761384
45,22,24.626718,22.363519,2.046203
45,23,24.64843,23.276524,1.275586
45,24,24.891588,23.432457,1.58652
45,25,24.476153,22.933031,1.566546
45,26,25.81524,23.461521,2.189956
45,27,27.367597,24.431477,2.148607
46,1,23.333464,20.651829,2.854149
46,2,22.953536,20.574146,2.055582
46,3,22.987187,21.203523,1.427654
46,4,22.43377,20.649641,1.611178
46,5,22.102669,20.589869,2.025347
46,6,23.196831,21.560509,2.56148
46,7,22.961882,20.785309,2.579665
46,8,22.643498,20.667682,2.466297
46,9,22.490654,20.840673,2.244262
46,10,22.441299,20.951799,2.057896
46,11,21.745063,21.314986,1.821631
46,12,21.983675,21.454986,1.616118
46,13,23.34156,21.43849,2.725655
46,14,23.483276,21.120351,2.78963
46,15,23.198057,22.383784,2.055086
46,16,23.127028,21.841218,2.305412
46,17,23.470012,22.170538,2.86461
46,18,22.950411,22.302766,2.151648
46,19,23.425558,22.674909,1.466924
46,20,23.22227,21.88258,1.603349
46,21,22.790782,21.380635,1.796608
46,22,22.733359,21.30275,2.181394
46,23,23.138316,21.842195,2.53501
46,24,23.577121,21.903857,2.607833
46,25,23.391922,21.62574,2.280849
46,26,23.852058,21.324673,2.601232
46,27,23.697021,21.342783,2.461735
47,1,24.529694,15.870232,0.963436
47,2,25.108595,15.742072,1.692813
47,3,25.189479,15.678106,2.127856
47,4,24.684305,16.223497,1.518752
47,5,24.016482,16.12953,1.073631
47,6,24.572977,16.81152,1.175518
47,7,24.364563,16.732607,1.074013
47,8,24.68499,16.490242,1.367065
47,9,24.707872,16.480152,1.161767
47,10,25.045605,16.687123,1.546954
47,11,24.433116,16.367477,1.415624
47,12,24.679652,17.04815,1.468007
47,13,24.92808,17.06411,1.396964
47,14,24.672462,17.186815,1.404399
47,15,26.045535,17.874202,1.82032
47,16,24.692466,16.934261,1.554609
47,17,26.342965,18.087454,2.453806
47,18,26.051351,17.473549,1.796622
47,19,26.66201,17.577304,2.110563
47,20,26.850913,17.440122,2.07702
47,21,26.162171,17.638704,2.055856
47,22,25.958608,17.305867,1.662541
47,23,25.635404,17.482698,1.554001
47,24,24.976752,17.208881,1.85495
47,25,24.370217,16.978871,1.722281
47,26,24.227266,17.129145,1.128921
47,27,25.83375,17.724633,1.509029
48,1,22.759143,24.26405,1.283594
48,2,22.376212,24.040108,1.686067
48,3,22.148945,24.577729,1.994723
48,4,22.058868,24.612545,2.045474
48,5,22.119598,24.692546,2.552907
48,6,22.2949,24.94349,2.01749
48,7,22.304902,22.867403,1.473489
48,8,21.968708,22.810928,1.316368
48,9,22.18085,22.850671,1.164713
48,10,21.572228,23.193731,1.815041
48,11,21.261117,22.961549,2.203121
48,12,21.760537,23.642316,1.678543
48,13,22.245869,23.230191,1.122314
48,14,23.231066,24.73456,0.961841
48,15,22.398301,23.165275,2.256475
48,16,22.008738,23.067855,1.701414
48,17,22.647255,23.059262,1.41793
48,18,22.592938,23.16963,1.57087
48,19,22.38252,23.038968,2.061853
48,20,22.690236,23.814539,1.422431
48,21,21.544896,23.649413,2.347248
48,22,21.930705,24.105605,1.941483
48,23,22.467904,23.569946,1.851197
48,24,22.424465,23.795767,1.930795
48,25,23.083693,23.391005,1.801955
48,26,23.211955,23.942775,1.370166
48,27,21.817893,22.766198,1.842467
49,1,25.01451,19.919846,1.338007
49,2,24.751043,19.970272,1.60645
49,3,24.735699,20.486224,1.223866
49,4,24.696374,20.576419,1.627463
49,5,24.590488,20.802693,1.592169
49,6,23.987249,20.068026,2.111431
49,7,25.763459,19.576468,1.264303
49,8,25.470146,19.508107,1.567254
49,9,25.247303,19.661961,1.840197
49,10,25.27208,19.789149,1.832269
49,11,24.570422,20.181857,2.158491
49,12,24.291956,20.318648,2.167121
49,13,24.233227,20.106713,1.115908
49,14,25.174083,20.319374,1.05776
49,15,24.378139,20.993363,1.805057
49,16,,,
49,17,24.121872,21.472563,2.442218
49,18,24.194057,21.814528,2.208117
49,19,24.495266,22.491106,2.340149
49,20,24.533883,21.980236,2.373304
49,21,24.44736,21.710427,2.265668
49,22,24.958437,20.595311,2.377664
49,23,24.779894,20.340072,2.349929
49,24,24.347405,19.620267,2.789534
49,25,25.076037,19.88554,1.677199
49,26,24.828073,19.316161,1.067143
49,27,24.776434,20.980642,2.00279
50,1,20.838608,20.314367,1.186627
50,2,20.268041,19.653038,1.284694
50,3,20.703168,20.148336,1.440006
50,4,20.802381,20.434524,1.446116
50,5,20.747548,20.945243,1.251474
50,6,20.801686,20.693407,1.255297
50,7,20.100639,20.070356,0.955217
50,8,20.166033,20.481322,1.290536
50,9,20.130382,20.744196,1.120743
50,10,20.014953,21.006341,1.547034
50,11,19.946489,20.697722,2.009014
50,12,20.778967,19.869905,0.788723
50,13,19.964391,20.005049,1.105684
50,14,19.41284,20.743791,1.143983
50,15,19.723971,20.703944,1.776711
50,16,19.370509,20.715463,1.633442
50,17,19.353251,20.839133,1.750432
50,18,19.892582,20.99655,1.536702
50,19,19.936695,21.271769,1.762004
50,20,20.338721,21.653164,1.891923
50,21,20.438376,21.907825,1.550108
50,22,20.353408,21.654099,1.255746
50,23,19.927608,21.377365,1.575174
50,24,19.843806,21.201321,1.286296
50,25,19.68788,20.927314,1.565019
50,26,19.424357,20.96574,1.06494
50,27,19.415933,20.419038,1.169353
51,1,23.794655,26.068605,0.896187
51,2,23.910259,25.723494,1.290683
51,3,23.859943,25.834087,1.73598
51,4,23.544101,25.689727,1.487793
51,5,23.077448,25.968799,1.41497
51,6,23.49892,26.056923,1.369734
51,7,22.968158,25.854237,0.994345
51,8,23.397656,25.932705,1.408532
51,9,23.205251,26.086755,1.454797
51,10,23.028567,26.073478,1.90357
51,11,22.324489,26.405972,1.570603
51,12,22.694711,26.703007,1.63444
51,13,22.851616,26.881727,1.00206
51,14,22.474771,26.67953,1.019144
51,15,22.476486,26.049663,1.644203
51,16,22.175725,25.977551,1.77292
51,17,21.741868,25.69368,1.129275
51,18,22.427988,25.356169,1.576223
51,19,22.796564,25.169487,1.578211
51,20,22.82381,25.782788,1.429143
51,21,23.338515,25.545715,1.741032
51,22,23.61905,25.56823,1.203199
51,23,23.817588,25.580665,1.597273
51,24,24.113406,25.643347,1.3422
51,25,24.237031,25.016633,1.77268
51,26,23.542567,25.901473,1.374819
51,27,22.966162,25.869755,1.294936
52,1,11.891156,14.037609,1.67719
52,2,12.125574,14.731745,2.642603
52,3,11.311512,14.137105,1.956619
52,4,11.295374,14.552792,2.28039
52,5,11.16142,14.662188,1.832363
52,6,11.714801,14.437391,1.122033
52,7,11.369068,14.538149,1.106114
52,8,10.918689,14.083497,1.093296
52,9,10.768468,13.898291,1.249271
52,10,11.05907,14.314996,1.796324
52,11,11.10837,14.249964,2.438904
52,12,11.100221,13.883295,2.039456
52,13,11.270127,13.619592,1.267211
52,14,13.040519,13.127391,3.755609
52,15,10.51659,13.470885,1.716429
52,16,10.83441,13.600757,1.90283
52,17,10.436603,13.708498,2.420459
52,18,10.388864,13.890113,2.358013
52,19,10.025814,14.375188,2.369483
52,20,9.280857,14.325495,2.26083
52,21,8.897075,14.22444,2.020749
52,22,9.296191,13.785169,1.781667
52,23,9.523088,13.220801,1.952703
52,24,10.363098,13.010831,1.913537
52,25,10.810192,13.370289,1.983234
52,26,11.794854,13.169445,1.252021
52,27,12.498608,14.198735,1.608965
53,1,11.0862,21.58956,3.535677
53,2,10.843156,20.95864,2.743158
53,3,10.480919,21.411875,2.549734
53,4,10.660819,21.330241,1.98579
53,5,10.61906,21.804786,2.176016
53,6,11.669748,22.319482,3.376245
53,7,11.145726,23.002246,3.193518
53,8,10.966771,23.539149,3.01954
53,9,10.928348,23.730412,3.104117
53,10,10.672909,23.668294,3.013692
53,11,10.766808,23.128511,2.977867
53,12,11.118283,23.255632,2.936742
53,13,11.858068,23.378522,3.365982
53,14,12.302494,22.653735,3.395138
53,15,11.641681,23.397395,2.775729
53,16,11.300068,23.51308,2.567151
53,17,11.274514,23.118466,2.452824
53,18,11.255968,23.041519,2.768421
53,19,10.887338,24.33486,1.794217
53,20,10.119843,22.092308,2.081621
53,21,10.2223,22.907887,2.291082
53,22,10.561874,23.537605,2.50339
53,23,10.954513,23.9875,2.89754
53,24,11.095897,23.147106,3.533382
53,25,10.558767,22.714142,2.687374
53,26,11.233742,21.978809,3.339242
53,27,11.108779,21.42617,2.686091
54,1,27.421756,16.484432,1.188852
54,2,27.498033,17.68351,1.428123
54,3,27.791993,18.017339,1.425079
54,4,28.16563,18.372623,1.763356
54,5,28.535581,18.477363,2.692188
54,6,28.695652,17.053041,2.337284
54,7,27.87372,16.064211,1.147103
54,8,27.447746,16.062701,1.355398
54,9,27.699751,15.775255,1.089134
54,10,27.931835,16.413123,1.713968
54,11,27.843884,18.00256,1.219747
54,12,27.878757,19.017609,2.028284
54,13,27.822503,18.163646,1.418006
54,14,27.749151,16.501886,0.984964
54,15,28.246183,16.526823,1.725371
54,16,28.015212,16.888872,1.888434
54,17,28.228587,17.004879,1.756048
54,18,27.982968,17.532427,2.152087
54,19,27.69631,18.153808,1.896168
54,20,27.825179,17.369601,2.275551
54,21,27.908398,16.967107,2.386145
54,22,27.240207,16.035782,2.469587
54,23,27.452558,16.04963,1.878848
54,24,27.591165,16.517457,1.303107
54,25,27.649733,17.501595,1.573976
54,26,27.325281,17.81444,1.210176
54,27,27.508443,18.789767,1.570617
55,1,29.285201,31.513417,2.510956
55,2,29.765445,31.306523,1.825965
55,3,29.519089,30.823403,1.745404
55,4,29.357872,30.328105,1.612156
55,5,29.640206,30.045636,1.548801
55,6,28.991675,31.232591,2.289038
55,7,29.671005,30.8974,1.899501
55,8,29.475156,30.390294,1.834489
55,9,29.630007,30.254126,2.14091
55,10,28.948804,30.274665,2.038238
55,11,28.457842,30.74415,1.933447
55,12,28.519718,31.027267,1.658142
55,13,30.117768,31.290581,2.286878
55,14,29.424971,30.925336,2.305539
55,15,28.701676,32.126026,2.089189
55,16,28.351017,31.983298,2.003768
55,17,29.251595,31.597791,2.357508
55,18,28.688285,31.380442,1.982665
55,19,28.382035,30.934409,2.076397
55,20,27.064064,30.803112,2.100752
55,21,26.980353,31.173268,1.931284
55,22,27.033629,31.332537,2.258825
55,23,27.85392,31.225958,1.900546
55,24,29.159604,31.622144,2.131164
55,25,28.130416,31.996977,2.138543
55,26,29.270635,31.900193,1.890757
55,27,27.720014,31.510852,2.03045
56,1,25.072528,12.24386,1.131366
56,2,25.167211,12.64723,1.608553
56,3,25.008675,12.529271,1.813423
56,4,24.989944,11.99829,2.331228
56,5,23.997504,14.073709,3.065392
56,6,24.506603,13.529479,2.918182
56,7,25.411311,13.709552,2.708528
56,8,24.942923,13.906864,2.29412
56,9,25.180462,14.33345,2.952765
56,10,25.057042,14.745863,2.38665
56,11,25.553067,15.755076,1.416126
56,12,25.318158,15.215365,1.960148
56,13,25.727184,14.410772,2.700451
56,14,25.588885,14.168996,2.798743
56,15,25.53041,14.657961,2.047862
56,16,25.525763,13.878336,2.37419
56,17,25.175625,13.909937,2.833861
56,18,25.353042,14.353525,2.273214
