Serial # of the imaged chromosome,ID # of the imaged TAD,x(um),y(um),z(um)
11,22,27.345998,9.58053,1.336092
11,23,28.456771,8.394021,2.235731
11,24,28.334047,8.344819,1.553819
11,25,28.796853,8.771606,1.086702
11,26,28.431797,9.195211,1.10129
11,27,27.838534,8.786696,1.260199
11,28,27.685168,9.063133,1.362655
11,29,26.902884,8.239885,1.281416
11,30,27.139897,8.451154,2.274798
12,1,24.307963,16.300469,3.414468
12,2,24.756616,16.306868,3.266087
12,3,24.233711,17.083411,2.578596
12,4,24.227627,17.350906,3.152878
12,5,25.171711,17.60502,2.805269
12,6,24.828979,17.591618,2.498921
12,7,24.524453,18.566217,2.925595
12,8,24.606456,18.045165,2.265738
12,9,25.465931,17.853104,1.965101
12,10,24.977867,17.241845,3.265765
12,11,,,
12,12,25.936104,17.120439,3.085057
12,13,25.63991,16.868138,3.033831
12,14,25.909949,17.253924,2.076839
12,15,,,
12,16,26.123947,17.903303,2.459585
12,17,25.511041,17.853071,2.508884
12,18,26.000661,17.837634,3.22715
12,19,26.666672,17.367644,3.350549
12,20,26.52398,17.543427,2.820869
12,21,26.837577,18.056014,2.183653
12,22,26.807472,17.354769,3.175838
12,23,27.199835,17.033095,2.443097
12,24,24.901734,16.625183,2.38459
12,25,26.047896,17.782703,2.71596
12,26,26.158028,16.753045,2.893936
12,27,25.779205,17.497935,3.205858
12,28,25.730214,16.945981,3.172883
12,29,25.564134,16.278548,3.000818
12,30,25.194696,16.20859,2.68835
13,1,24.444181,21.528555,2.686894
13,2,24.870213,21.968336,2.275005
13,3,25.346335,21.693975,2.037522
13,4,25.601865,21.560132,2.879078
13,5,,,
13,6,25.590094,21.191767,2.04606
13,7,25.923312,20.453859,2.340198
13,8,25.294387,20.72135,2.01823
13,9,24.194237,21.113966,2.440871
13,10,24.972038,22.193525,2.06259
13,11,24.081556,20.881777,2.556689
13,12,23.577832,21.485178,2.817035
13,13,23.780374,21.496094,2.254613
13,14,24.146948,21.138566,2.205
13,15,23.787782,20.615218,1.428175
13,16,23.721895,21.704977,1.98413
13,17,23.565599,22.283812,2.09658
13,18,22.573003,21.787227,2.960283
13,19,24.721544,21.287455,2.697249
13,20,24.264039,21.027164,2.209957
13,21,25.072413,21.316911,1.967778
13,22,24.797366,20.873706,2.457152
13,23,23.926449,21.709008,2.368471
13,24,24.632247,22.087065,2.464148
13,25,24.264238,22.018806,2.850305
13,26,24.533712,22.501563,3.183434
13,27,24.915326,22.496711,2.93687
13,28,25.644869,22.153301,2.731853
13,29,25.131077,22.031585,2.56826
13,30,25.373648,21.947835,2.31382
14,1,24.474699,15.089277,1.301719
14,2,25.459308,14.658821,1.408025
14,3,25.499723,15.557148,1.662976
14,4,25.455075,16.029094,1.087062
14,5,25.517604,15.478436,1.619877
14,6,25.464337,14.938296,1.650719
14,7,25.590682,14.910138,1.287593
14,8,24.704368,15.052994,1.811617
14,9,24.991861,15.662988,1.536402
14,10,24.804472,15.886134,1.006418
14,11,25.728383,15.550322,1.373541
14,12,24.808843,16.438729,1.248763
14,13,25.794498,16.371495,1.957294
14,14,26.215218,16.353966,1.857594
14,15,26.671951,16.703502,2.033285
14,16,26.406774,17.326893,2.060557
14,17,26.846213,17.720114,1.639375
14,18,25.830256,16.915823,1.101405
14,19,26.572693,16.347819,1.206255
14,20,26.611018,16.143619,1.57209
14,21,26.062857,16.524079,1.514347
14,22,25.404841,16.418842,1.483551
14,23,26.113218,16.345105,1.80978
14,24,,,
14,25,26.658056,15.882876,1.240224
14,26,26.382975,16.043264,1.172161
14,27,26.166661,17.18338,1.237075
14,28,26.28744,17.540105,1.485777
14,29,,,
14,30,25.532677,15.988912,2.185354
15,1,25.746522,15.923505,1.635812
15,2,26.197351,16.262281,1.727096
15,3,25.017989,15.833346,2.609206
15,4,,,
15,5,24.093637,14.949893,2.776587
15,6,24.296115,15.141493,2.470037
15,7,25.655473,15.440237,1.588362
15,8,25.652874,15.901705,2.016194
15,9,24.87958,15.348021,2.577604
15,10,24.860991,15.078953,2.939467
15,11,25.363605,14.649295,2.752764
15,12,23.636075,15.225754,2.962869
15,13,23.46094,14.91295,2.833213
15,14,23.235197,14.562425,2.229882
15,15,23.261708,14.858458,2.193944
15,16,23.129558,15.110274,2.58691
15,17,22.914186,15.864404,1.916388
15,18,23.880018,15.090147,3.16171
15,19,23.8824,15.549689,2.92093
15,20,23.267702,15.348631,2.819223
15,21,23.79299,14.961477,2.706006
15,22,,,
15,23,24.144779,15.634209,2.552719
15,24,24.720312,15.782039,2.529303
15,25,24.465208,15.750562,3.03887
15,26,24.723573,15.970329,3.040487
15,27,24.878501,16.278618,2.949855
15,28,23.812671,14.039757,1.907301
15,29,25.704732,16.603953,2.577438
15,30,25.877727,16.679874,2.486948
16,1,23.053042,19.169332,2.421683
16,2,23.196271,19.21381,2.212511
16,3,24.374667,19.356639,2.00264
16,4,22.952948,18.391908,2.220339
16,5,23.14011,18.535077,1.817288
16,6,23.666244,18.353664,1.805044
16,7,22.360526,17.997313,2.045141
16,8,22.812857,18.384126,1.85727
16,9,23.256751,19.5493,1.426992
16,10,22.802007,19.202951,2.402634
16,11,23.482904,18.583734,2.393007
16,12,23.388943,19.491401,2.390175
16,13,23.770637,19.998407,1.987461
16,14,23.616933,19.504383,1.897024
16,15,23.861974,19.4742,1.988333
16,16,23.298826,19.819265,1.88723
16,17,23.648844,19.771266,1.852625
16,18,22.538176,20.494663,2.686198
16,19,23.560897,20.368217,2.623293
16,20,24.150432,20.565774,2.353133
16,21,22.72758,20.480428,2.281529
16,22,23.299235,20.83621,2.853871
16,23,22.603347,20.990437,2.314635
16,24,22.771825,20.188309,2.28016
16,25,22.998013,20.500368,2.828591
16,26,22.753994,20.283877,2.581723
16,27,22.961571,20.615083,2.630695
16,28,23.684299,20.007627,2.366179
16,29,24.010684,19.876363,2.303731
16,30,24.362255,19.977823,2.634818
17,1,21.75179,14.863738,1.158367
17,2,21.680881,16.108438,1.28319
17,3,21.049218,15.955216,1.362142
17,4,21.452523,16.220655,1.264056
17,5,21.567957,15.502176,1.669545
17,6,21.837033,15.484463,1.764832
17,7,21.758587,15.407364,0.989236
17,8,22.242901,15.909949,1.847882
17,9,23.097727,16.296793,1.884528
17,10,22.446416,15.705701,1.098845
17,11,20.882578,15.370838,1.490147
17,12,21.361312,15.006791,1.63313
17,13,21.485059,15.176292,1.930672
17,14,21.433693,14.754087,2.005543
17,15,21.223642,14.439219,2.076942
17,16,21.036456,14.658906,1.861608
17,17,21.712522,14.927408,2.380031
17,18,22.203108,14.870137,1.199646
17,19,21.422108,14.370694,1.274148
17,20,21.485893,13.873924,2.020664
17,21,21.504715,14.474975,1.588195
17,22,21.518182,14.723395,1.480338
17,23,21.160576,15.192982,2.050995
17,24,20.356068,15.283191,2.455943
17,25,20.289729,15.060032,3.296876
17,26,22.552893,15.646307,1.531039
17,27,19.82669,15.732476,3.297812
17,28,18.998826,16.207618,2.267406
17,29,,,
17,30,,,
18,1,27.485297,21.455452,2.991489
18,2,28.8453,20.765738,2.123077
18,3,29.14218,21.707386,1.952527
18,4,28.51329,22.171639,3.065128
18,5,28.592837,22.279363,2.389293
18,6,28.335303,22.002824,2.378865
18,7,28.419556,21.792717,3.10892
18,8,28.148621,21.278426,2.618849
18,9,27.777229,21.686205,2.722135
18,10,28.022716,21.454378,2.87606
18,11,,,
18,12,26.542944,20.351443,3.146864
18,13,28.184915,21.066167,1.751671
18,14,28.420286,21.896474,1.800587
18,15,28.907194,20.732116,1.483443
18,16,29.194489,21.411723,1.846692
18,17,29.218104,20.95419,2.456274
18,18,28.297149,20.249833,2.885022
18,19,28.242764,20.976199,3.03874
18,20,28.012668,20.662102,2.535297
18,21,,,
18,22,27.673468,20.901797,3.131547
18,23,27.843363,21.185216,2.611583
18,24,,,
18,25,27.473861,21.099757,3.221407
18,26,26.995474,21.108527,3.333187
18,27,27.359192,20.38219,3.096595
18,28,27.457525,20.39438,2.965883
18,29,27.559049,19.594445,2.091801
18,30,27.714212,20.121445,2.464674
19,1,24.732895,20.37935,2.850008
19,2,24.638336,21.000347,2.810093
19,3,25.442761,20.589856,2.368376
19,4,25.97288,19.787352,3.150258
19,5,25.482236,19.603353,2.670506
19,6,26.516996,20.529827,2.290668
19,7,25.42129,20.893304,3.256503
19,8,25.609564,20.905987,2.624638
19,9,25.681514,20.749191,3.025114
19,10,24.6023,20.095974,2.163951
19,11,,,
19,12,24.236031,20.947473,3.087085
19,13,23.929128,20.606956,2.488292
19,14,23.835208,20.482262,2.56675
19,15,24.049449,20.205355,2.446449
19,16,24.326329,19.981955,2.984985
19,17,24.004692,19.736266,2.58806
19,18,24.24048,20.604076,3.120033
19,19,24.087995,20.717457,2.898277
19,20,23.497886,20.70572,2.701659
19,21,23.803943,20.857565,2.355271
19,22,24.06136,20.907625,3.151033
19,23,24.215673,20.375018,2.140422
19,24,23.206927,20.900668,3.200197
19,25,25.207746,19.909176,3.115332
19,26,24.923964,19.653433,3.132831
19,27,24.718488,19.404091,3.309759
19,28,23.744576,21.082444,2.367643
19,29,23.400413,21.436877,2.518999
19,30,24.413256,21.354572,2.689288
20,1,25.207485,12.839249,2.979935
20,2,25.382877,13.096053,2.48244
20,3,,,
20,4,25.497558,14.006117,2.607682
20,5,24.896901,13.501346,2.425248
20,6,25.445472,13.291301,2.702766
20,7,,,
20,8,25.941334,13.560954,2.610298
20,9,25.921,13.147324,2.801273
20,10,26.095064,12.931668,2.813172
20,11,25.353111,13.224327,3.058664
20,12,25.66037,14.194868,2.930011
20,13,25.596722,14.652569,2.511908
20,14,25.638858,15.021373,2.258239
20,15,25.832309,15.113406,1.880238
20,16,26.657951,15.237333,1.732663
20,17,26.482302,14.861149,1.868936
20,18,26.509106,14.715331,2.79061
20,19,26.368191,14.552257,3.120713
20,20,25.994104,15.332612,2.481634
20,21,25.903679,14.707968,2.308937
20,22,26.218383,14.087489,3.193122
20,23,26.379666,14.637361,2.09844
20,24,26.500583,15.090502,2.625163
20,25,26.948292,15.059668,2.903229
20,26,27.19928,15.102648,2.908602
20,27,27.041012,14.391061,2.888621
20,28,26.536426,14.184693,2.722877
20,29,26.297837,13.021354,2.493819
20,30,25.966441,11.79708,3.168789
21,1,25.177782,21.040536,1.017721
21,2,25.404095,20.881027,1.395303
21,3,25.082528,20.32796,1.390908
21,4,25.610197,21.21617,1.03075
21,5,25.820655,21.61075,1.566342
21,6,26.467744,21.693181,1.445582
21,7,26.195527,20.934821,0.906717
21,8,24.961222,21.570873,1.242611
21,9,24.866291,20.914691,1.243971
21,10,25.133368,20.714532,0.965284
21,11,25.073881,20.422679,0.997005
21,12,24.212745,21.459831,1.758435
21,13,24.956196,21.617835,2.010354
21,14,25.075154,21.227848,1.594969
21,15,25.405292,21.120708,1.779522
21,16,24.903673,21.13164,1.407027
21,17,24.723704,21.66057,1.550796
21,18,24.72388,20.887863,1.798049
21,19,24.216812,21.164109,1.052798
21,20,24.661936,21.564656,1.079924
21,21,26.163384,21.307733,1.289223
21,22,25.2882,22.023851,0.988191
21,23,25.337523,21.297173,1.431626
21,24,24.57372,21.179342,1.426668
21,25,24.486439,20.509254,1.04178
21,26,23.987289,21.356957,1.245418
21,27,24.690007,20.160682,1.548862
21,28,25.101762,19.761505,1.408406
21,29,25.682554,20.479828,1.751419
21,30,27.094957,21.912639,1.851184
22,1,25.038062,14.931485,3.321704
22,2,24.913434,15.814335,3.038324
22,3,24.992079,15.114225,2.839027
22,4,25.34818,15.099492,3.350626
22,5,25.204105,15.750988,2.957574
22,6,25.772051,15.985436,2.862834
22,7,25.957498,16.418348,3.632777
22,8,25.735144,16.368906,3.343186
22,9,25.4201,16.940478,3.263666
22,10,25.453833,16.644576,3.673757
22,11,24.146158,15.868419,3.898209
22,12,23.97116,16.717181,3.844661
22,13,24.402333,16.429453,3.308025
22,14,24.166407,16.5912,3.131402
22,15,24.59232,16.899097,2.712826
22,16,24.275313,17.451042,2.713685
22,17,25.409806,17.775484,2.873839
22,18,25.438721,18.033807,3.778962
22,19,24.95225,17.443233,3.74085
22,20,25.316836,17.681168,2.826194
22,21,24.927253,16.709421,3.274204
22,22,24.733824,16.583132,3.778801
22,23,23.697466,17.430392,2.545731
22,24,23.252665,16.837093,3.28227
22,25,23.934396,17.307177,3.787043
22,26,,,
22,27,25.304741,17.200564,3.67929
22,28,25.652727,16.912474,3.572631
22,29,24.156398,15.876457,3.13773
22,30,23.528362,16.140102,2.607465
23,1,21.667899,24.721936,1.136589
23,2,21.243668,24.547108,1.66071
23,3,22.09197,23.959234,1.570079
23,4,23.108588,24.043328,1.017943
23,5,22.122337,24.32562,1.526769
23,6,22.845564,23.665971,1.494459
23,7,21.779939,24.297624,1.124676
23,8,21.940119,24.032126,1.514723
23,9,20.764969,24.648905,1.446086
23,10,21.567891,23.751383,1.287804
23,11,22.956129,22.863309,1.244384
23,12,21.935108,22.613075,1.625643
23,13,21.368454,23.4993,2.116212
23,14,20.260637,23.956867,2.072141
23,15,20.280653,24.465414,1.978286
23,16,19.524746,24.967621,2.029981
23,17,20.557704,24.655695,3.200659
23,18,20.290866,23.1296,1.112476
23,19,20.481475,22.629422,1.228449
23,20,20.838652,22.902199,1.410281
23,21,20.772665,23.216138,1.640497
23,22,20.620575,22.378827,1.776997
23,23,21.06045,23.807025,1.647488
23,24,20.864909,23.684913,2.005304
23,25,22.220151,22.930704,2.079628
23,26,22.385644,22.914599,1.773538
23,27,22.210852,23.134917,1.944426
23,28,21.797456,23.510495,1.980378
23,29,21.223221,24.42675,2.286412
23,30,20.319512,24.440387,1.653847
24,1,23.515234,21.028757,1.158531
24,2,25.193462,20.587978,1.592022
24,3,24.823408,20.579617,1.565885
24,4,25.08817,20.701132,1.113202
24,5,24.437187,19.950413,1.62359
24,6,24.161878,19.708646,1.69934
24,7,24.349485,20.120527,1.171123
24,8,24.250114,20.320045,1.3933
24,9,23.947953,20.617114,1.683197
24,10,23.527258,20.623627,1.348887
24,11,23.930333,21.216168,1.335405
24,12,21.737783,20.30981,1.263452
24,13,22.187551,19.882447,2.626316
24,14,22.263015,20.650059,2.725583
24,15,22.680963,20.849689,2.685163
24,16,22.688438,21.137623,2.572569
24,17,22.114916,20.695526,2.429411
24,18,22.475709,20.386734,1.472257
24,19,21.889192,20.687529,1.485453
24,20,22.005341,20.399302,1.676991
24,21,22.117202,20.947295,1.737281
24,22,22.270203,20.957124,1.404887
24,23,22.647686,21.278951,2.048303
24,24,22.885208,20.969001,1.789687
24,25,22.895774,21.246856,2.1325
24,26,22.814078,20.844597,1.302457
24,27,22.467758,21.026616,1.061002
24,28,22.777112,21.20728,1.525089
24,29,22.462142,21.2121,3.438884
24,30,23.592714,21.340673,2.122569
25,1,25.389771,25.751539,3.170783
25,2,25.124461,24.763164,2.161747
25,3,25.187297,25.264736,2.354512
25,4,24.520076,25.198979,3.023595
25,5,24.108884,25.335922,2.361317
25,6,24.513877,25.375681,2.313376
25,7,23.727379,25.457854,2.683828
25,8,24.133432,25.463327,2.511126
25,9,24.385013,25.491777,2.706624
25,10,24.791744,25.142941,2.88761
25,11,25.647785,25.085284,2.310682
25,12,24.900077,25.479955,3.028959
25,13,25.588848,25.588451,2.952924
25,14,25.819878,25.562464,1.841917
25,15,26.039576,24.927741,1.999135
25,16,,,
25,17,25.76281,25.088451,1.834163
25,18,25.231152,24.743703,2.601838
25,19,24.243734,24.797028,2.670841
25,20,25.053876,25.319525,2.680276
25,21,24.601566,24.539073,1.880302
25,22,24.653581,24.353359,2.525856
25,23,24.291302,25.143707,2.343943
25,24,24.155472,24.735463,2.03622
25,25,23.708276,24.535614,2.386139
25,26,24.084155,24.735918,2.63379
25,27,23.706203,24.524787,2.211899
25,28,23.766971,24.485704,2.083527
25,29,24.338764,25.813326,2.759162
25,30,,,
26,1,23.989276,25.365809,1.330112
