Serial # of the imaged chromosome,ID # of the imaged TAD,x(um),y(um),z(um)
23,13,31.957386,21.379903,2.438499
23,14,32.861869,21.762707,2.313325
23,15,32.082561,21.83892,1.990429
23,16,32.944895,21.51103,1.901573
23,17,32.982881,21.410515,2.369054
23,18,32.559098,20.999499,2.190219
23,19,32.792448,21.234607,1.825162
23,20,33.029901,20.780257,2.30503
23,21,32.666567,20.892651,2.204542
23,22,32.546209,20.601148,2.120963
23,23,32.586205,20.526361,2.353417
23,24,,,
23,25,31.923156,20.722947,2.17279
23,26,32.813472,19.895948,2.270371
23,27,33.243958,20.091362,2.221782
23,28,,,
23,29,33.03682,20.744117,2.148103
23,30,32.793919,20.360817,1.503784
23,31,32.446323,20.400324,2.343184
23,32,32.202024,21.98174,0.526022
23,33,33.299814,20.808245,1.48041
23,34,33.682445,20.423682,1.307526
24,1,28.644596,17.52585,0.781194
24,2,29.430086,17.909408,0.674235
24,3,29.621642,18.626698,0.813042
24,4,28.424782,18.296369,0.938487
24,5,28.546831,18.583721,0.894339
24,6,27.981034,17.758023,0.69741
24,7,28.073453,17.074983,1.684552
24,8,28.87904,17.459563,1.703722
24,9,28.386952,17.688453,1.844498
24,10,28.058007,17.791754,1.347828
24,11,,,
24,12,28.450326,17.953449,1.126151
24,13,28.222827,18.428039,0.83467
24,14,27.9376,17.97191,1.278851
24,15,28.516231,18.161002,1.352651
24,16,28.843117,17.842923,1.782757
24,17,28.810361,17.986191,1.381648
24,18,29.02131,18.153711,1.337938
24,19,29.053639,17.746515,1.288039
24,20,29.152856,17.896197,1.503847
24,21,29.335619,17.94434,1.643576
24,22,29.244951,18.321027,0.982357
24,23,29.468649,18.40339,1.373398
24,24,29.37391,18.665937,0.926457
24,25,29.194265,19.155585,0.785521
24,26,29.158654,19.314262,0.727436
24,27,29.953003,19.499605,0.96737
24,28,,,
24,29,30.178854,18.53246,1.380259
24,30,30.014083,18.12435,1.914129
24,31,29.567726,18.39645,1.628109
24,32,30.177058,18.507421,1.879597
24,33,29.970149,17.994728,2.00142
24,34,29.751797,18.05373,2.146241
25,1,19.692502,20.956824,0.63872
25,2,21.032,20.905471,0.639487
25,3,20.600337,20.395264,0.784278
25,4,20.099435,20.546535,0.780463
25,5,19.232666,21.018072,0.708372
25,6,19.75408,20.969339,0.502365
25,7,18.80614,21.146915,0.710746
25,8,18.930837,20.919981,1.15754
25,9,19.025393,21.190409,1.265169
25,10,18.803606,22.287754,1.052339
25,11,,,
25,12,18.72528,21.910976,0.76914
25,13,18.316502,22.232506,0.652475
25,14,18.647264,22.077758,1.152238
25,15,19.775963,21.659412,0.491792
25,16,19.768616,21.778444,1.079921
25,17,20.242919,21.785451,0.720844
25,18,19.847029,21.994805,1.398106
25,19,20.124305,22.226529,1.447569
25,20,19.64354,22.341487,1.711727
25,21,19.887742,22.114478,1.553597
25,22,19.416003,21.913095,1.210907
25,23,18.909937,22.232728,0.74998
25,24,19.64601,22.226177,0.853737
25,25,20.157921,21.209573,0.731528
25,26,20.441892,21.014749,0.742569
25,27,20.020151,21.021009,0.746766
25,28,,,
25,29,19.545062,20.982474,1.190135
25,30,19.50423,21.126623,1.352723
25,31,18.868315,21.766679,0.626219
25,32,18.802616,21.14083,1.348512
25,33,18.269201,21.34559,1.033187
25,34,18.936039,21.827332,1.993913
26,1,20.850415,17.378859,2.652917
26,2,23.149915,19.341506,0.901853
26,3,20.858896,19.935189,1.812911
26,4,22.644685,18.018768,0.587714
26,5,21.994567,18.209112,0.778576
26,6,21.70238,18.662086,0.902825
26,7,21.758344,18.464018,1.258649
26,8,21.599254,18.874477,1.137493
26,9,21.204594,18.599062,1.483622
26,10,21.157244,18.857216,1.656344
26,11,,,
26,12,20.899285,19.41663,1.215228
26,13,21.45876,19.375871,0.666972
26,14,21.822844,19.447738,1.164783
26,15,21.545992,19.553431,1.063821
26,16,20.943392,19.363397,1.426792
26,17,21.14634,19.121828,1.00996
26,18,20.711568,19.41205,1.311537
26,19,20.668455,19.229243,1.636154
26,20,21.100302,19.246228,1.480319
26,21,21.474983,19.5191,1.582626
26,22,21.820942,19.175724,1.169929
26,23,22.140534,19.448665,0.721095
26,24,22.736391,19.094443,0.81703
26,25,21.87822,18.616982,0.757448
26,26,22.177332,18.182212,1.052641
26,27,22.139564,18.803641,1.084422
26,28,,,
26,29,21.835497,19.078473,1.590198
26,30,21.97812,19.333658,1.50956
26,31,22.460777,19.485806,0.895926
26,32,22.336878,19.454133,1.458021
26,33,22.991422,20.027829,1.639703
26,34,23.09495,20.244115,1.459812
27,1,24.414157,23.785719,1.143679
27,2,25.605378,21.720935,1.028635
27,3,25.795971,22.074492,1.243452
27,4,25.120099,22.321741,1.137761
27,5,25.137563,21.987736,1.291784
27,6,25.266143,22.763005,0.965678
27,7,24.311275,23.321152,1.048408
27,8,24.439604,23.369634,1.77768
27,9,24.322187,23.2315,1.895331
27,10,24.200192,23.389129,1.337566
27,11,,,
27,12,24.742793,23.750794,1.081304
27,13,24.879679,23.624968,1.220862
27,14,24.789175,23.567843,1.369081
27,15,24.56237,23.100798,1.102299
27,16,23.844878,23.301322,1.655613
27,17,23.83997,23.365015,1.314964
27,18,23.915431,23.380254,0.871886
27,19,23.985603,23.65012,1.766446
27,20,23.936533,23.579406,1.233096
27,21,23.598847,23.161142,0.935909
27,22,23.385321,22.921608,1.010496
27,23,23.23405,23.041709,1.067043
27,24,23.656732,22.742846,1.259014
27,25,24.011133,22.996626,0.948403
27,26,24.039392,22.653368,1.109142
27,27,24.205483,22.711397,1.267185
27,28,,,
27,29,24.459183,22.97153,1.687425
27,30,24.866373,22.994535,1.30499
27,31,24.676507,22.643203,1.053616
27,32,24.899416,22.638209,1.684096
27,33,24.949052,22.356878,1.79023
27,34,25.173602,22.470261,2.450589
28,1,26.978832,22.206208,3.011771
28,2,27.50176,22.623235,0.976875
28,3,28.106021,21.967023,1.209815
28,4,27.759075,22.855927,1.010012
28,5,28.333794,23.238879,0.895965
28,6,27.86821,23.287111,0.798402
28,7,27.568365,24.31227,1.019324
28,8,28.261929,24.061667,1.66817
28,9,28.284367,23.932348,1.376821
28,10,28.031124,23.761108,1.427834
28,11,,,
28,12,28.428919,23.637458,1.526986
28,13,28.829282,24.113518,1.244686
28,14,28.686883,23.277957,1.605307
28,15,28.484946,23.347133,0.944136
28,16,28.468762,23.547545,1.530446
28,17,27.89876,23.390925,1.561671
28,18,27.654323,23.366449,1.559791
28,19,27.374651,23.595411,2.125934
28,20,27.868244,22.641471,1.190008
28,21,26.629696,23.775976,2.092366
28,22,27.385603,23.405571,1.784257
28,23,27.158222,23.163951,1.675465
28,24,27.002839,23.609343,1.595292
28,25,27.762045,23.334892,0.908089
28,26,27.356504,23.29886,0.99494
28,27,27.576273,24.032882,0.94563
28,28,,,
28,29,27.706292,23.956533,1.767117
28,30,27.358068,23.604486,1.490674
28,31,27.166039,23.216315,1.12458
28,32,28.756867,21.881973,1.780556
28,33,26.683395,23.012868,1.436198
28,34,27.308288,23.0701,1.456723
29,1,19.634611,14.739058,1.51766
29,2,19.560266,16.387263,1.086722
29,3,19.53746,16.675579,1.246175
29,4,20.86286,16.872343,1.295922
29,5,20.058764,15.938006,0.971565
29,6,20.426846,15.492862,1.597778
29,7,20.722102,15.513128,1.441532
29,8,20.586468,15.857986,1.83238
29,9,20.597761,15.580306,2.109406
29,10,20.315732,16.118377,1.59871
29,11,,,
29,12,20.562537,15.147133,1.213117
29,13,21.013011,15.665827,1.089662
29,14,21.142767,15.81799,1.3711
29,15,20.590123,15.095796,1.027342
29,16,20.163908,15.13405,2.08924
29,17,20.158665,15.13821,2.02642
29,18,19.882318,15.264076,2.270006
29,19,20.004789,16.5201,2.280121
29,20,19.998015,16.293504,1.849238
29,21,19.710155,16.496813,1.52528
29,22,19.482709,15.123023,1.439994
29,23,19.757323,16.717814,1.169498
29,24,19.68337,16.899835,1.55733
29,25,19.612655,16.410949,1.134232
29,26,19.754351,16.208212,1.036224
29,27,19.647556,16.134977,1.166851
29,28,,,
29,29,19.628989,16.032126,2.213358
29,30,19.87968,15.816921,2.34582
29,31,19.928428,15.374384,3.328058
29,32,19.841681,15.716821,2.657458
29,33,19.87597,15.555718,2.803709
29,34,19.794464,15.496102,2.898554
30,1,20.458739,21.149054,3.228203
30,2,20.496455,20.672097,3.072372
30,3,20.699921,20.410411,3.214239
30,4,19.502146,20.983597,3.149013
30,5,19.742206,20.038973,2.924954
30,6,19.113684,19.952054,3.247294
30,7,20.458522,20.653657,3.168018
30,8,20.481396,20.536479,2.52458
30,9,19.054283,20.16559,2.596399
30,10,20.242463,20.06199,2.549743
30,11,,,
30,12,19.058706,19.861831,2.668762
30,13,19.397466,19.783271,2.77572
30,14,,,
30,15,19.514404,20.44016,2.957565
30,16,20.09271,20.360951,2.121105
30,17,20.052921,20.335713,2.097013
30,18,20.212316,19.839402,2.252985
30,19,20.499803,20.465651,2.033181
30,20,20.264804,20.424402,2.484964
30,21,20.060406,20.006395,2.729602
30,22,20.1509,19.960423,2.451434
30,23,19.870585,20.241184,2.998206
30,24,19.635891,19.916463,2.958577
30,25,19.812835,20.608751,3.199961
30,26,18.889398,20.761584,3.153222
30,27,18.737241,21.163409,3.143677
30,28,,,
30,29,19.225898,20.925183,3.055349
30,30,18.699191,20.881203,2.681599
30,31,18.259836,21.013405,2.441289
30,32,17.979015,21.156555,2.236166
30,33,18.058058,20.525492,2.476454
30,34,18.330733,20.748295,2.029714
31,1,,,
31,2,25.602256,12.859198,1.022003
31,3,26.107313,12.67282,1.291515
31,4,26.150898,13.583103,0.82728
31,5,26.145279,13.603045,1.194986
31,6,26.458911,13.687957,1.080276
31,7,26.87698,14.221664,1.080123
31,8,26.58554,14.183676,1.803801
31,9,26.551622,14.388524,1.311943
31,10,26.824407,13.678015,1.565088
31,11,27.004413,13.740818,0.969045
31,12,26.568631,13.688982,1.475347
31,13,26.455108,13.5943,1.74748
31,14,26.548911,13.167398,2.033418
31,15,,,
31,16,26.51187,13.379446,2.536963
31,17,26.586826,13.236731,2.291355
31,18,26.410567,13.253461,2.28371
31,19,26.265561,13.225476,1.92346
31,20,26.059294,12.818013,1.610025
31,21,25.431151,12.762291,1.521642
31,22,25.951401,13.194152,1.342384
31,23,25.862855,12.774905,1.002376
31,24,25.812795,12.899271,1.722237
31,25,26.399045,12.969967,0.924166
31,26,27.343382,14.248542,0.880953
31,27,27.27461,13.925861,1.053311
31,28,27.228081,13.76489,1.174954
31,29,27.149733,13.705914,1.495151
31,30,26.99219,13.309544,2.124721
31,31,27.060345,12.899656,1.371756
31,32,26.435502,12.665744,1.525151
31,33,26.660865,13.223682,1.362238
31,34,26.987058,13.073939,1.543089
32,1,,,
32,2,23.36446,19.687651,1.052383
32,3,23.541648,19.313398,1.197972
32,4,23.567307,19.024561,1.105809
32,5,23.455071,18.781514,1.295268
32,6,24.160413,18.783925,1.0649
32,7,24.372382,18.432697,1.137111
32,8,24.382371,18.802384,1.817467
32,9,24.051751,18.256126,1.884011
32,10,23.895245,17.724564,1.548755
32,11,23.953269,18.016237,0.999182
32,12,23.734801,18.280977,0.978689
32,13,24.157454,18.313688,1.140282
32,14,24.033208,18.015317,1.595131
32,15,23.814831,18.125897,1.797062
32,16,23.807629,18.899889,1.729279
32,17,23.154497,18.983265,1.729693
32,18,23.479767,18.576841,1.533535
32,19,23.250997,19.01582,2.170718
32,20,22.705724,18.829442,1.454485
32,21,22.875564,18.502769,1.326217
32,22,23.025517,18.976357,1.390287
32,23,23.803454,17.89854,1.233051
32,24,,,
32,25,22.501673,18.461803,0.519892
32,26,23.157292,18.246544,0.840656
32,27,23.398043,18.698281,1.885673
32,28,,,
32,29,23.955693,18.709665,2.198796
32,30,24.292485,18.256604,2.430501
32,31,24.231401,17.935869,2.311288
32,32,23.526042,17.938988,3.702589
32,33,24.574722,17.230994,2.327834
32,34,24.581693,17.40348,2.636962
33,1,,,
33,2,26.965731,21.490389,1.692001
33,3,26.766605,20.760076,1.047563
33,4,27.921368,20.61214,1.278161
33,5,27.625307,20.762966,1.425164
33,6,27.193668,20.438324,0.834988
33,7,26.993096,20.440096,1.017179
33,8,26.769933,21.105474,1.715144
33,9,26.947853,20.993682,1.859448
33,10,26.268821,20.791377,1.580723
33,11,26.284487,20.307102,0.984239
33,12,26.277954,20.915761,1.034581
33,13,26.399164,21.466156,1.125709
33,14,26.278015,21.687064,1.521532
33,15,26.269513,21.995747,1.419067
33,16,27.162654,21.844295,1.502374
33,17,27.351886,21.693279,1.874269
33,18,26.972973,21.655215,1.703147
33,19,27.076509,21.761763,2.101943
33,20,27.183247,20.874753,1.996274
33,21,27.361956,21.152949,1.693769
33,22,27.083251,20.637419,1.590201
33,23,27.182693,20.604656,0.838085
33,24,26.969676,20.517467,1.860359
33,25,27.028758,20.07391,0.906237
33,26,26.726366,19.876858,1.089195
33,27,26.815501,20.000097,0.996874
33,28,26.756931,20.191182,0.986462
33,29,26.576302,20.559844,1.694063
33,30,26.254586,20.86312,1.872033
33,31,26.383237,21.036928,2.206828
33,32,26.566539,21.020946,2.32432
33,33,26.646343,21.376597,2.249731
33,34,26.543788,21.538629,1.695188
34,1,,,
34,2,30.672609,16.241958,1.298023
34,3,30.658656,16.824343,1.441689
34,4,30.043601,16.450449,1.119699
34,5,29.659152,16.399998,1.370528
34,6,29.912486,16.220837,1.684085
34,7,29.995565,16.37488,1.97297
34,8,30.167057,16.469692,1.689813
34,9,30.18926,16.897193,1.778436
34,10,30.56486,17.405615,1.474073
34,11,30.836643,16.825836,1.110421
34,12,30.404069,17.073807,1.153071
34,13,30.232251,16.770505,1.260349
34,14,30.295949,17.262457,1.971811
34,15,30.269711,17.521882,2.367875
34,16,30.243732,17.368314,1.692094
34,17,30.024954,18.151268,1.486372
34,18,29.885684,17.732853,1.753199
34,19,29.709527,17.624777,1.78067
34,20,29.670229,16.901577,1.487477
34,21,30.172067,16.989332,2.026311
34,22,29.990552,16.750155,1.382762
34,23,29.841911,16.575983,1.280468
34,24,29.995867,17.539065,1.867608
34,25,29.393181,16.867811,1.234984
34,26,29.559379,17.274755,1.543598
34,27,29.485743,18.143809,2.030833
34,28,29.679217,18.139343,2.383029
34,29,29.945385,17.901053,2.477517
34,30,30.077135,18.594954,2.922168
34,31,29.771763,18.961684,2.917386
34,32,29.581495,19.326702,3.096539
34,33,30.265211,19.0672,2.92087
34,34,30.075101,19.032194,3.130635
35,1,26.587264,20.01361,1.123578
35,2,27.701327,20.275114,3.468072
35,3,27.689467,20.52225,2.343096
35,4,27.251934,20.200258,3.294154
35,5,26.794212,20.021414,3.003117
35,6,27.216573,19.906467,3.066533
35,7,26.262018,19.580544,1.925439
35,8,26.467032,19.466618,1.563969
35,9,26.544701,19.185046,1.806612
35,10,25.674921,19.773013,2.294914
35,11,25.774775,19.089926,3.553725
35,12,26.16885,18.999421,2.862333
35,13,25.9186,19.459157,2.343098
35,14,26.06385,19.488749,1.985064
35,15,26.143176,19.489811,2.336119
35,16,26.793588,19.391735,2.526957
35,17,26.767342,19.730749,2.699009
35,18,27.100184,20.202509,2.51865
35,19,27.307828,20.073842,2.161553
35,20,27.064548,19.778385,1.969479
35,21,26.972937,19.661117,1.972617
35,22,26.51956,19.484741,2.11532
35,23,26.541479,19.898665,2.586288
35,24,26.041169,20.050164,2.867218
35,25,25.996221,19.071004,3.325548
35,26,25.920822,19.454159,3.525304
35,27,25.812222,19.387696,2.755997
35,28,25.71488,19.004057,2.796182
35,29,26.104848,19.196337,2.598065
35,30,,,
35,31,26.305075,19.47688,2.295568
35,32,26.211016,19.285217,2.610442
35,33,26.173673,19.371291,2.804116
35,34,26.521042,19.334863,2.443961
36,1,30.899803,20.233624,1.047941
36,2,30.390305,19.571031,1.355504
36,3,30.396338,19.344142,1.611802
36,4,31.660376,19.85772,0.832551
36,5,31.020691,19.170826,1.30416
36,6,30.799975,18.577706,1.113433
36,7,30.67587,18.366031,1.051528
36,8,31.082811,18.967679,1.725884
36,9,31.605411,19.253253,2.444611
36,10,30.75935,19.173154,1.545302
36,11,30.62296,19.192488,1.064609
36,12,31.276854,19.721475,0.98333
36,13,31.574492,20.207146,0.971581
36,14,31.668473,19.95109,1.081971
36,15,31.429357,19.528277,0.977449
36,16,31.401371,19.601005,1.830295
36,17,31.157899,19.723369,1.661393
36,18,30.918737,19.596889,1.658024
36,19,30.903499,19.53988,1.980803
36,20,30.959679,20.066882,2.218599
36,21,31.076184,19.91577,1.536396
36,22,30.586308,20.165341,1.453889
36,23,30.487285,20.094156,0.92297
36,24,30.376094,19.897295,1.419209
36,25,30.792612,19.705568,1.216692
36,26,31.381328,20.072642,0.833055
36,27,31.118769,20.238555,1.10163
36,28,31.274699,20.586329,1.137811
36,29,31.136904,20.497004,1.538378
36,30,30.520152,20.479544,2.434904
36,31,30.482164,20.12403,2.208908
36,32,30.111667,20.168737,2.060191
36,33,30.818252,20.148447,2.414943
36,34,30.578218,19.937795,2.020759
37,1,25.840266,14.771993,2.485577
37,2,25.129815,15.660128,0.80773
37,3,24.981396,16.094992,0.840561
37,4,24.486662,17.64571,0.966275
37,5,24.746606,18.549573,0.8222
37,6,24.153671,18.024588,1.152268
37,7,24.478332,17.076806,1.230407
37,8,24.495355,16.013115,1.476386
37,9,24.839826,16.295968,1.193337
37,10,24.181322,16.426249,0.931537
37,11,24.422757,16.508403,0.726125
37,12,24.498937,16.781366,0.858129
37,13,23.725158,16.760171,0.641907
37,14,23.782706,16.231222,1.281719
37,15,23.530957,16.220313,0.935749
37,16,23.245619,16.413273,1.323975
37,17,23.367889,16.572673,1.431848
37,18,23.970442,16.431933,1.380595
37,19,23.631719,17.075612,1.584511
37,20,23.941711,16.926708,1.02337
37,21,23.933747,18.135936,2.016933
37,22,23.573146,18.319482,1.374883
37,23,23.903725,19.011792,1.435322
37,24,24.144872,19.4564,1.548462
37,25,24.15436,18.219529,0.859422
37,26,24.03957,18.461879,1.027133
37,27,24.270436,18.440049,1.280248
37,28,24.146004,17.705783,1.665238
37,29,24.080166,18.161819,1.599021
37,30,24.201663,17.740918,1.402411
37,31,24.492739,17.363359,1.814907
37,32,24.229149,16.583122,1.940131
37,33,,,
37,34,24.914855,15.805076,1.826189
38,1,30.694986,24.690894,3.189744
38,2,31.319864,22.717635,2.7551
38,3,30.977128,22.544285,2.51343
38,4,31.580515,23.38367,2.572872
38,5,31.199191,24.043614,2.707403
38,6,31.485125,24.106888,2.69579
38,7,31.989023,24.548352,2.672245
38,8,32.071124,24.978695,2.184249
38,9,31.708077,24.620937,2.078572
38,10,31.54515,24.052279,2.237686
38,11,31.66433,23.805704,2.622015
38,12,32.075535,24.096869,2.720612
38,13,32.400825,24.325236,2.642357
38,14,32.202413,24.457923,2.048752
38,15,32.204524,24.04092,2.569479
38,16,31.83139,24.804214,1.749515
38,17,31.91914,25.263826,2.112384
38,18,32.02343,24.681441,1.788736
38,19,30.523071,22.913369,1.450104
38,20,32.430299,23.819094,1.713501
38,21,32.056797,23.827624,2.089575
38,22,32.181205,23.581835,2.249349
38,23,32.577876,23.714002,2.587825
38,24,32.562601,23.914127,2.283548
38,25,32.034762,23.149764,2.632704
38,26,31.665056,22.853891,2.620458
38,27,32.319809,22.835145,1.959967
38,28,32.66312,22.998554,1.429559
38,29,31.125898,23.210923,1.491878
38,30,30.997028,23.120169,1.892929
38,31,30.499476,23.251136,1.494365
38,32,30.271765,23.535154,1.295786
38,33,30.622508,23.419501,1.897822
38,34,31.390657,25.199856,2.292666
39,1,22.798752,26.944365,1.185973
39,2,22.209313,26.107077,1.126736
39,3,22.615687,25.789081,1.61694
39,4,22.350107,26.706076,1.234485
39,5,22.787584,26.358903,1.355174
39,6,23.113722,26.592467,1.1041
39,7,22.854963,27.291228,1.266329
39,8,22.62243,26.965833,2.380948
39,9,22.15986,27.18179,2.362897
39,10,22.421895,27.000423,1.911054
39,11,22.351093,27.280877,1.23005
39,12,22.832683,27.148987,1.298514
39,13,22.998885,26.826441,1.490627
39,14,22.653783,26.965635,1.641899
39,15,22.092562,27.29303,1.741432
39,16,22.201523,27.495749,1.994106
39,17,21.9655,27.650736,2.011616
39,18,22.031612,27.312825,2.732103
39,19,22.244275,27.09659,3.000287
39,20,22.328561,26.823904,2.799515
39,21,22.697017,26.615208,2.817871
39,22,22.548448,26.597135,2.786644
39,23,22.788406,26.949752,1.996019
39,24,22.922487,26.349983,2.157468
39,25,22.2939,27.012148,1.408007
39,26,23.298231,27.124299,1.6437
39,27,23.153477,26.833513,1.406776
39,28,23.156721,26.951425,1.347022
39,29,23.02962,26.736872,1.825757
39,30,22.969109,26.652527,2.415754
39,31,22.646681,26.198352,2.890896
39,32,22.740284,26.38776,2.298812
39,33,22.542229,26.215317,1.997401
39,34,22.344951,26.209878,1.822868
40,1,21.755735,22.849195,1.14219
40,2,21.797848,23.783278,1.136006
40,3,21.629902,23.286291,1.329245
40,4,,,
40,5,22.268782,22.545724,1.184174
40,6,21.919074,23.294136,1.399552
40,7,22.048862,22.67027,2.292753
40,8,21.980636,22.194982,1.667382
40,9,21.721907,22.079705,1.969949
40,10,21.682767,22.669657,1.673963
40,11,21.618172,22.593218,1.254852
40,12,21.498398,22.201081,1.644848
40,13,21.849546,22.322938,1.175377
40,14,21.983808,22.446378,1.534747
40,15,21.519633,22.899353,1.277789
40,16,21.596334,22.737006,1.830816
40,17,21.332903,22.7658,1.972131
40,18,21.503857,22.299209,2.467285
40,19,21.2881,22.268384,2.402463
40,20,22.047657,21.844063,2.12308
40,21,21.120814,22.854049,1.326422
40,22,21.93705,22.062671,1.781017
40,23,21.359518,22.209279,1.318124
40,24,21.799313,21.787121,1.592307
40,25,21.708946,21.945657,1.217444
40,26,21.171504,22.522704,1.391941
40,27,21.279723,23.000302,1.371387
40,28,21.449218,22.890463,1.350892
40,29,21.216731,22.906148,1.980765
40,30,21.115029,22.72573,1.868172
40,31,20.832979,22.965546,1.426815
40,32,21.030355,22.959762,1.87456
40,33,20.726808,23.018242,2.52858
40,34,21.025835,23.290463,2.530162
41,1,,,
41,2,18.226312,22.625035,1.641741
41,3,18.075367,22.115893,1.649958
41,4,18.777914,22.26985,1.455821
41,5,18.906334,23.334699,1.699589
41,6,18.368691,23.155622,1.205096
41,7,17.937988,23.173417,1.568956
41,8,17.980861,23.11618,2.65786
41,9,17.988119,23.053621,2.229486
41,10,18.268535,23.095555,3.287205
41,11,18.460599,23.104865,3.928487
41,12,18.89083,23.20913,3.962477
41,13,18.608482,23.161698,3.370226
41,14,18.458139,22.47383,2.868496
41,15,18.366769,21.571818,2.359571
41,16,18.157911,21.688015,2.216743
41,17,18.481689,21.507152,3.147112
41,18,18.040498,21.469354,2.869265
41,19,18.344532,21.772542,3.182524
41,20,17.997562,22.01872,2.377672
41,21,18.149255,21.930463,2.761142
41,22,18.359418,22.64754,1.810047
41,23,18.491897,22.981783,1.389941
41,24,18.198828,22.935123,1.664395
41,25,18.159297,23.352569,1.758306
41,26,18.390622,22.270127,1.56416
41,27,18.520606,22.10645,1.834755
41,28,18.518217,22.121117,1.382908
41,29,18.103613,22.516767,2.178578
41,30,18.116454,22.350954,3.048975
41,31,18.040048,22.946728,2.809243
41,32,17.915251,22.552337,2.982415
41,33,17.682996,23.069474,2.600483
41,34,17.545567,22.878007,2.493688
42,1,22.814649,25.401515,1.17976
42,2,22.711878,26.529641,1.373314
42,3,22.876865,26.603545,1.912242
42,4,22.724032,25.270295,1.31654
42,5,22.989934,25.369302,1.800988
42,6,23.36362,25.261993,1.310454
42,7,23.765944,24.906067,1.235159
42,8,23.176156,25.353154,2.417623
42,9,23.235237,25.46488,1.98805
42,10,23.624992,25.602791,1.895921
42,11,23.607782,25.794687,1.51944
42,12,23.775758,26.100005,1.221239
42,13,23.480506,25.838623,1.24809
42,14,23.147635,25.892038,1.769251
42,15,23.907567,25.560407,1.400619
42,16,23.795862,25.76017,1.950372
42,17,23.367154,25.799506,2.141953
42,18,23.558501,25.99121,2.777114
42,19,23.282023,26.309231,2.26942
42,20,23.037454,26.201871,2.147067
42,21,23.02405,26.413958,1.943633
42,22,22.984076,25.921574,1.360652
42,23,23.117148,26.331032,1.370742
42,24,22.71604,26.203011,1.899676
42,25,22.699982,26.220864,1.5416
42,26,22.450038,26.79084,1.461028
42,27,22.553574,26.948114,1.318224
42,28,22.357418,26.986774,1.372713
42,29,21.960406,26.698885,2.467737
42,30,22.033761,26.685004,2.660685
42,31,21.549216,26.625211,2.66799
42,32,,,
42,33,21.486504,26.959313,2.768
42,34,21.735598,26.932317,2.995798
43,1,26.193399,21.521758,2.664218
43,2,25.660285,21.838155,2.834732
43,3,25.89466,22.507592,2.714106
43,4,26.421673,22.159108,3.016675
43,5,27.406974,22.074914,2.907551
43,6,26.341082,21.851418,2.495418
43,7,26.151369,21.534213,2.380447
43,8,25.665639,22.058403,2.084424
43,9,26.258621,21.913078,2.141727
43,10,27.117753,22.067199,2.628272
43,11,27.292611,21.826869,3.032236
43,12,27.80128,21.546612,3.032518
43,13,27.074571,21.965551,2.076185
43,14,26.644315,22.01944,1.986356
43,15,26.50429,21.680009,1.762491
43,16,25.76342,21.507069,1.815905
43,17,26.217419,21.283639,1.931638
43,18,25.768294,20.961429,1.649862
43,19,26.09755,20.759834,2.212922
43,20,26.410484,21.064087,1.806028
43,21,26.834272,20.708027,2.467196
43,22,26.991911,20.483977,2.705436
43,23,27.407902,20.104238,3.128279
43,24,27.416963,20.658828,2.651004
43,25,27.277875,21.264594,3.146753
43,26,27.592326,20.941992,2.94367
43,27,27.50093,21.916427,2.477476
43,28,27.805394,21.541386,2.586961
43,29,27.807879,22.295822,2.218821
43,30,27.413734,22.11586,1.929359
43,31,27.365008,22.263356,2.244965
43,32,26.798998,22.063342,1.910226
43,33,26.981232,22.471821,1.923512
43,34,26.630749,22.535594,1.920384
44,1,22.134411,23.121939,1.970968
44,2,21.730086,22.348175,3.397763
44,3,21.923821,22.951845,3.665753
44,4,22.604129,23.594486,3.706027
44,5,22.652531,22.13402,3.606969
44,6,23.170072,22.195558,3.786063
44,7,22.627556,21.853203,3.733613
44,8,22.805005,22.067479,2.873771
44,9,22.819164,22.128009,2.899142
44,10,22.254832,22.149049,3.311871
44,11,22.420802,22.121059,3.698686
44,12,21.913089,22.205497,3.387876
44,13,21.733294,22.232885,3.597399
44,14,21.956259,22.205458,3.051655
44,15,21.216436,22.019343,3.410816
44,16,21.403214,22.223116,2.828502
44,17,21.913536,22.087268,2.432403
44,18,22.085298,21.869426,2.773075
44,19,22.180676,22.166668,2.538256
44,20,22.557725,21.364434,2.223693
44,21,22.690908,21.617697,1.998262
44,22,22.705024,22.13807,1.785898
44,23,22.907517,21.956844,2.128714
44,24,22.297142,22.377896,2.065074
44,25,22.227533,22.653183,3.56177
44,26,22.290101,22.835014,4.001964
44,27,22.49802,22.887276,3.306645
44,28,21.231441,22.864181,1.966493
44,29,22.159356,23.0963,2.465828
44,30,22.311066,23.106069,2.220385
44,31,22.23994,22.608891,2.294372
44,32,23.248287,22.130929,2.302641
44,33,23.140281,22.649015,2.588149
44,34,22.940384,22.816706,2.934902
45,1,29.770857,23.825821,1.558017
45,2,30.367218,23.460705,1.327846
45,3,29.737957,24.329984,1.292321
45,4,29.928397,25.594466,1.342233
45,5,30.501916,25.518025,1.678167
45,6,30.944476,24.614115,1.264242
45,7,31.594511,24.409165,1.163034
45,8,31.281876,24.848831,1.736032
45,9,31.118701,25.038314,1.816113
45,10,31.1874,24.389758,1.745128
45,11,30.800116,24.535612,1.246702
45,12,30.824963,23.968978,1.466012
45,13,30.585158,23.930513,1.241713
45,14,30.923342,23.821271,1.64778
45,15,30.761888,23.838228,1.683934
45,16,30.724485,24.374332,1.987253
45,17,30.711317,24.756537,2.118911
