Serial # of the imaged chromosome,ID # of the imaged TAD,x(um),y(um),z(um)
7,10,21.021725,21.033209,0.547964
7,11,19.651726,21.179558,2.337385
7,12,19.75264,21.261197,2.159238
7,13,19.239789,20.815254,2.073464
7,14,19.305295,21.161491,1.729831
7,15,18.89216,20.48897,1.666234
7,16,19.148606,20.425725,1.259692
7,17,20.98569,21.407084,0.707394
7,18,20.280721,22.098852,2.084136
7,19,19.532926,20.270157,1.807981
7,20,19.979638,20.251513,1.830608
7,21,19.905037,20.301424,1.886522
7,22,20.070617,20.640691,1.594028
7,23,19.967199,20.652554,2.027895
7,24,19.972547,20.155655,2.240623
7,25,20.129639,20.676109,2.711521
7,26,20.391401,20.589691,3.107827
7,27,20.381983,20.282271,2.337028
7,28,20.619232,20.461904,2.511582
7,29,20.917859,20.573685,2.519574
7,30,20.839612,20.501996,2.053585
7,31,20.730231,20.143243,1.874698
7,32,20.664073,19.886724,1.820262
7,33,20.614234,19.667334,2.400709
7,34,20.651861,19.891844,2.609077
8,1,,,
8,2,26.563762,30.072604,0.65566
8,3,26.347434,30.444367,1.088702
8,4,,,
8,5,25.794049,30.756258,0.593996
8,6,26.008774,30.628494,0.361241
8,7,26.272512,31.216619,0.351488
8,8,26.604808,30.67111,1.241026
8,9,26.349385,30.748237,1.016388
8,10,25.923972,30.952994,1.072805
8,11,25.82329,31.242772,0.491955
8,12,25.937351,30.686553,0.812639
8,13,25.853677,30.663219,1.170725
8,14,,,
8,15,26.154476,30.788604,1.622799
8,16,26.242078,30.510814,1.616281
8,17,26.291746,30.273674,1.784792
8,18,,,
8,19,26.248076,30.060751,1.438592
8,20,26.358368,30.237322,1.226125
8,21,26.088451,29.339065,1.366543
8,22,26.046347,29.496543,0.978148
8,23,26.207086,29.667845,1.117995
8,24,26.200975,30.03602,1.225645
8,25,26.349896,31.22374,0.345468
8,26,26.31132,31.53981,0.655982
8,27,25.996542,31.400615,0.640343
8,28,26.015315,31.532239,0.795234
8,29,26.165575,31.240481,0.9485
8,30,25.967284,31.341245,0.900124
8,31,26.558623,30.953071,1.278068
8,32,26.241807,30.832565,1.338821
8,33,26.627326,31.544863,1.356596
8,34,26.631849,31.753305,1.542261
9,1,26.162454,23.626881,1.036353
9,2,26.993041,24.46575,1.008005
9,3,26.55899,24.841906,1.206731
9,4,26.106954,24.500155,0.84033
9,5,26.242695,24.801137,1.029064
9,6,26.365633,25.670205,0.723903
9,7,25.710954,25.119903,0.752625
9,8,25.668251,25.103291,1.557172
9,9,25.614606,25.292301,1.267946
9,10,25.880636,24.788245,1.352684
9,11,,,
9,12,25.838032,24.057839,1.397684
9,13,25.923957,24.558003,1.233089
9,14,26.027665,24.550954,1.89402
9,15,25.787177,24.815102,1.969393
9,16,25.297028,24.757287,2.314361
9,17,24.994344,24.870626,2.324226
9,18,25.287637,25.240861,1.84534
9,19,24.832653,24.540615,1.787865
9,20,25.466854,24.329061,1.551387
9,21,25.570483,24.622022,1.301584
9,22,25.655502,24.133716,1.30096
9,23,26.1633,24.098259,1.101546
9,24,26.353055,23.709187,1.157071
9,25,26.103636,24.426587,0.83637
9,26,25.986083,24.12096,0.971221
9,27,25.508828,23.515117,1.405211
9,28,,,
9,29,25.274674,23.66413,1.86726
9,30,25.067223,23.81727,2.079649
9,31,24.591584,24.015264,2.243926
9,32,24.572812,23.615889,2.340938
9,33,24.224695,23.635737,2.331606
9,34,23.918302,23.087439,2.496173
10,1,,,
10,2,34.024637,20.529563,2.4717
10,3,33.895049,20.783448,2.388018
10,4,35.016936,19.608965,1.757791
10,5,34.963064,19.158392,2.399769
10,6,34.558562,18.908397,2.315296
10,7,34.224531,19.107284,2.156053
10,8,34.863555,19.839836,1.543604
10,9,33.406736,19.137075,1.834776
10,10,34.109903,19.123398,1.55817
10,11,,,
10,12,34.071508,19.317023,2.222469
10,13,33.211571,19.27598,2.273675
10,14,32.990147,19.78137,2.353817
10,15,33.097492,20.343416,2.541992
10,16,32.868989,20.228985,2.499855
10,17,33.219809,20.802984,2.196008
10,18,33.255625,20.482747,1.989364
10,19,33.192489,20.912937,1.721899
10,20,33.4583,19.757774,1.998443
10,21,34.186607,19.937339,2.08201
10,22,34.238622,19.621535,2.208858
10,23,34.854922,19.501216,2.305997
10,24,34.498873,20.047884,2.186648
10,25,34.540016,19.221408,2.410225
10,26,32.987222,19.38639,2.462238
10,27,33.414784,19.703927,2.375321
10,28,,,
10,29,33.832008,20.525217,2.014761
10,30,33.500717,20.818175,2.212456
10,31,33.184456,21.391803,2.726845
10,32,33.865061,21.71616,2.295037
10,33,33.777275,21.948193,2.53633
10,34,33.967882,22.08756,2.153046
11,1,28.41226,27.121818,1.470265
11,2,27.716423,27.535794,0.822933
11,3,27.680754,27.021346,1.11617
11,4,28.52349,27.492873,0.8861
11,5,27.498298,26.463531,1.131351
11,6,28.062859,26.890584,1.050593
11,7,28.288033,26.502948,0.821249
11,8,27.749818,26.704767,1.84395
11,9,27.55199,26.852045,1.325793
11,10,27.390238,27.037285,1.362638
11,11,,,
11,12,27.437064,26.672377,1.127833
11,13,26.855235,26.666982,1.136203
11,14,27.395627,26.439027,1.5604
11,15,27.419969,26.50434,0.861546
11,16,27.216924,26.70859,2.033353
11,17,27.388475,26.746774,1.74961
11,18,27.291943,27.036541,1.849317
11,19,27.373482,26.966907,1.931998
11,20,27.824217,27.084263,1.934016
11,21,28.211286,27.213432,1.805994
11,22,27.945825,27.131695,2.098568
11,23,28.049784,27.464891,1.967146
11,24,28.649421,27.569431,1.677232
11,25,28.21667,27.181165,0.892655
11,26,29.065391,27.334407,1.006322
11,27,29.225407,27.34167,1.082271
11,28,,,
11,29,28.76918,27.183424,1.657942
11,30,28.570153,26.953491,1.734129
11,31,27.965371,27.580312,1.090125
11,32,27.82048,27.26455,1.537177
11,33,27.524352,27.595812,1.283385
11,34,27.693368,27.658688,1.620274
12,1,27.924433,26.222453,2.754211
12,2,26.81606,25.359218,2.711503
12,3,26.656686,25.085,2.532157
12,4,26.326014,26.042395,2.560946
12,5,26.269635,26.863776,2.862254
12,6,27.282422,26.977412,2.544868
12,7,28.097194,26.179972,2.569342
12,8,27.906795,26.691372,1.692535
12,9,27.930975,26.436963,2.226561
12,10,27.295095,25.899983,2.097332
12,11,,,
12,12,26.797314,26.053014,2.266069
12,13,26.81464,26.461173,2.356333
12,14,26.611368,26.840533,2.090191
12,15,26.69856,26.823277,2.886003
12,16,26.529514,26.72356,2.465655
12,17,26.827452,26.875955,2.093652
12,18,26.851502,26.954235,1.934025
12,19,27.128927,26.348889,1.97661
12,20,27.618288,26.418697,2.514578
12,21,27.433337,26.267881,2.077781
12,22,27.593626,25.953025,2.112392
12,23,27.968611,25.834876,2.564639
12,24,28.242501,26.058553,2.196259
12,25,27.973292,25.73138,2.6885
12,26,28.08961,25.40688,2.747819
12,27,28.454191,25.679327,2.668124
12,28,,,
12,29,27.982007,25.386281,2.089702
12,30,27.3648,25.778172,1.937212
12,31,26.668679,25.719466,2.349274
12,32,27.121022,25.712654,1.968559
12,33,26.919468,25.451678,2.10143
12,34,26.627347,25.409605,2.472116
13,1,22.512477,39.082209,3.644263
13,2,21.249009,39.822765,3.447027
13,3,20.874647,39.386264,3.261891
13,4,20.724604,39.540474,3.650563
13,5,20.233005,39.582829,3.517049
13,6,20.147973,39.884573,3.623733
13,7,20.519895,39.955721,3.707513
13,8,20.403376,38.555657,3.20621
13,9,20.421698,39.289778,2.648748
13,10,20.26881,39.327953,3.307609
13,11,,,
13,12,20.314312,38.868937,3.770116
13,13,19.833191,39.185049,3.511242
13,14,20.95885,38.941438,2.762993
13,15,20.668314,38.781532,3.189842
13,16,19.877666,38.978815,3.280131
13,17,19.924317,39.327479,2.87772
13,18,20.639595,39.300555,2.264775
13,19,20.616375,38.855622,2.306052
13,20,20.204819,38.773713,3.369328
13,21,20.037549,38.577348,3.283383
13,22,19.706942,39.071524,3.304618
13,23,19.998689,39.332674,3.655215
13,24,20.628969,38.423458,2.310018
13,25,20.937227,38.372789,3.761027
13,26,20.166983,39.414964,3.965174
13,27,21.667938,39.176439,3.655731
13,28,,,
13,29,21.543895,39.078005,2.501726
13,30,19.820679,39.542709,2.700529
13,31,21.646329,38.863713,3.39353
13,32,20.123106,38.516668,1.924815
13,33,21.268886,38.485095,2.667389
13,34,21.018449,38.539002,2.888469
14,1,28.735674,18.561772,1.341576
14,2,26.475602,19.661157,1.181155
14,3,26.777504,19.915468,1.217502
14,4,27.339959,19.301092,1.306776
14,5,26.520988,19.152975,1.439947
14,6,26.997461,18.971337,1.570206
14,7,27.092602,19.431078,1.4128
14,8,26.840626,20.231752,1.758909
14,9,26.847018,19.962632,1.385343
14,10,27.271446,19.993472,1.494579
14,11,,,
14,12,27.417814,19.930879,1.926173
14,13,27.586863,20.493678,1.89727
14,14,28.487146,20.018598,1.55137
14,15,28.538547,19.271356,1.461013
14,16,28.348823,18.919641,1.922717
14,17,28.175633,19.426759,1.760862
14,18,28.336074,19.066315,1.563711
14,19,28.972159,18.94991,1.803754
14,20,27.715767,19.17455,1.718344
14,21,29.288399,19.276965,1.304192
14,22,27.62145,19.124959,1.512594
14,23,28.883522,19.354377,1.336863
14,24,28.489815,19.331898,1.474934
14,25,27.916044,19.246472,1.206279
14,26,29.313482,19.619434,1.110149
14,27,28.118927,19.846879,1.479619
14,28,,,
14,29,29.559674,19.559709,1.835075
14,30,28.220958,19.362791,1.784417
14,31,29.701732,18.847511,1.987697
14,32,28.016216,18.633539,2.590607
14,33,28.58966,17.86267,1.867331
14,34,28.99244,17.85836,2.492438
15,1,26.629246,21.366871,1.323425
15,2,25.995023,21.332782,0.809627
15,3,26.020632,21.044839,1.386662
15,4,26.308994,20.45924,1.11045
15,5,26.319706,20.916869,1.158497
15,6,26.457058,19.921259,0.975973
15,7,25.745238,20.52041,0.974811
15,8,24.795306,20.318119,1.795462
15,9,25.404724,20.209237,1.741658
15,10,25.654327,19.948501,1.317783
15,11,,,
15,12,25.746161,19.966037,1.030152
15,13,26.36785,20.179347,0.875795
15,14,25.711492,20.481372,2.186626
15,15,26.049335,20.420744,1.646478
15,16,25.40474,20.651381,1.623084
15,17,25.177963,20.57489,1.655129
15,18,25.554664,20.449112,1.487403
15,19,25.620748,20.412594,1.760138
15,20,25.503741,20.436698,1.524621
15,21,25.860695,20.218132,1.336964
15,22,25.794235,19.962871,2.084982
15,23,25.965234,20.31689,0.937439
15,24,25.747532,21.009523,1.313834
15,25,26.468505,20.544051,0.956165
15,26,26.901322,19.756484,0.978563
15,27,26.467513,19.813237,1.050634
15,28,,,
15,29,25.862991,19.819193,1.343535
15,30,25.076173,19.767556,1.488457
15,31,25.141526,19.450299,1.144689
15,32,26.044856,20.651951,2.377881
15,33,24.995248,20.061319,2.152454
15,34,25.377523,20.267526,2.177892
16,1,,,
16,2,26.494967,17.686192,2.889274
16,3,25.840023,17.454483,2.78804
16,4,26.736109,17.251083,2.973169
16,5,26.896569,17.175705,2.870659
16,6,25.573722,17.824467,3.110763
16,7,25.758375,17.91819,3.208404
16,8,27.059276,17.512648,0.825766
16,9,25.215803,18.091091,2.648367
16,10,,,
16,11,,,
16,12,26.019978,17.775326,2.899177
16,13,26.314289,17.894172,2.691639
16,14,26.045316,18.051628,2.806015
16,15,26.15064,18.197475,3.105503
16,16,25.655997,18.045403,2.453029
16,17,25.560779,17.777283,2.000425
16,18,25.42518,18.606477,2.319272
16,19,25.062363,18.174841,1.444855
16,20,25.228738,18.545073,2.691213
16,21,25.086938,18.246652,2.665515
16,22,25.726886,18.470231,2.645697
16,23,25.918317,18.373811,3.311114
16,24,26.198691,18.876007,2.545573
16,25,26.649459,17.475422,3.271814
16,26,25.585957,17.85157,2.092724
16,27,25.491275,18.590103,2.610413
16,28,,,
16,29,25.981793,18.244056,2.361346
16,30,25.841762,17.927793,2.523973
16,31,26.220055,17.918493,1.83761
16,32,26.900508,18.513819,2.011081
16,33,26.310692,18.240444,1.943844
16,34,26.832679,18.020293,2.876752
17,1,17.604222,16.049328,3.111378
17,2,18.342466,16.084798,3.086866
17,3,18.55272,16.630627,2.826914
17,4,17.81638,16.917681,2.743484
17,5,17.546716,17.069846,2.853582
17,6,17.922092,16.950714,2.698779
17,7,18.718543,17.778298,2.879921
17,8,19.412665,17.216481,2.407751
17,9,19.142369,17.571464,2.338981
17,10,19.981877,15.454276,0.890623
17,11,,,
17,12,18.624664,17.733668,2.520805
17,13,19.305616,17.906148,2.473825
17,14,19.424548,17.896378,2.072692
17,15,19.55174,17.695997,2.64656
17,16,19.69622,17.431329,2.318883
17,17,19.510649,17.223847,2.419016
17,18,19.453097,16.948973,2.049204
17,19,19.996262,16.488516,1.896353
17,20,19.005735,16.83062,2.328786
17,21,18.70212,16.845054,2.82852
17,22,18.569507,17.190431,2.861145
17,23,19.182343,17.37781,2.864079
17,24,19.010782,16.946789,2.778041
17,25,19.053456,17.090962,2.837725
17,26,19.21128,16.281611,2.73382
17,27,19.253656,15.940829,2.781295
17,28,,,
17,29,19.066676,15.72439,2.327759
17,30,18.377232,15.945179,2.443669
17,31,,,
17,32,19.441871,16.44318,2.535891
17,33,18.833434,16.564415,2.695983
17,34,18.975173,16.933073,2.242561
18,1,,,
18,2,23.841807,46.732644,0.936498
18,3,23.367236,47.689825,1.142129
18,4,23.944873,47.324072,0.855759
18,5,23.563206,47.020923,1.11757
18,6,22.901477,47.271522,0.896036
18,7,23.435043,47.163942,1.67553
18,8,23.885192,47.689274,1.624887
18,9,24.015551,47.459943,1.27797
18,10,23.068505,47.362712,1.333838
18,11,,,
18,12,24.157188,47.756631,0.990547
18,13,24.427001,47.461762,0.927397
18,14,24.368682,47.633814,1.296011
18,15,24.372644,48.05102,0.857315
18,16,24.466612,48.255482,1.655146
18,17,24.682321,48.252229,1.669299
18,18,24.87182,48.367932,1.857511
18,19,24.806274,48.693608,1.651939
18,20,24.454271,48.629944,1.700961
18,21,24.327383,48.524356,1.710616
18,22,24.279649,47.97874,1.78906
18,23,23.723776,48.550259,0.894243
18,24,24.039424,48.84099,1.650416
18,25,23.847367,48.134479,0.883135
18,26,23.855967,48.170389,0.921368
18,27,23.568879,47.946532,1.028674
18,28,,,
18,29,23.59191,47.942298,1.240343
18,30,23.978912,48.269913,1.571357
18,31,24.377486,48.176992,1.802529
18,32,24.746752,48.014859,1.657803
18,33,23.875785,47.560907,2.001983
18,34,23.613737,47.315144,1.74143
19,1,19.953595,18.608863,0.976902
19,2,19.172628,20.327318,1.219732
19,3,19.215566,19.569437,1.828748
19,4,21.119314,19.480393,1.075525
19,5,19.659771,19.103929,1.193915
19,6,20.0049,19.096438,1.237889
19,7,20.465263,18.879171,1.039229
19,8,19.924809,19.178852,1.630597
19,9,20.112054,19.492917,1.737446
19,10,20.672348,19.864244,1.306903
19,11,,,
19,12,21.12258,19.904086,1.443407
19,13,21.286173,19.71731,1.028323
19,14,21.305184,19.514378,1.176559
19,15,21.665454,19.393223,0.902172
19,16,21.151957,19.759664,1.778478
19,17,21.146725,19.771235,1.906025
19,18,21.873624,19.294635,1.443694
19,19,21.825597,19.511491,1.364213
19,20,21.076722,19.499877,1.934834
19,21,20.995719,19.545213,1.463473
19,22,21.609833,19.426479,1.164588
19,23,21.693223,19.177409,0.887319
19,24,21.208668,19.337144,1.205374
19,25,20.422487,19.959856,0.972841
19,26,20.511091,20.414761,1.709729
19,27,20.202612,19.300379,1.061615
19,28,,,
19,29,20.20268,20.114509,1.222214
19,30,19.356496,19.738617,1.119735
19,31,19.852356,19.814085,2.262607
19,32,19.735033,19.945078,2.031736
19,33,19.324451,19.943541,1.840587
19,34,,,
20,1,27.052925,22.146176,2.082901
20,2,26.62537,21.758446,1.840185
20,3,26.297491,21.161134,1.571643
20,4,25.721145,21.813322,1.648891
20,5,25.912707,21.144034,1.534738
20,6,26.061199,21.549203,1.768907
20,7,25.452742,21.035843,1.943128
20,8,25.511513,20.657936,1.5006
20,9,25.652528,20.920051,1.278664
20,10,25.983335,20.58223,1.317515
20,11,,,
20,12,25.568382,20.768048,1.771799
20,13,26.522437,20.621174,1.344223
20,14,25.702386,20.160621,1.817481
20,15,26.140867,20.132698,2.081919
20,16,25.967797,19.901878,1.757468
20,17,26.622571,20.849397,1.240052
20,18,26.229207,19.422589,1.684927
20,19,26.078288,20.127954,1.174844
20,20,26.576584,19.131744,1.444446
20,21,26.552384,19.297622,1.960674
20,22,26.421337,18.895013,1.666288
20,23,26.239612,18.715679,2.240841
20,24,26.148813,19.013845,1.906147
20,25,25.897361,20.082452,1.732148
20,26,26.330005,20.617134,2.011226
20,27,26.483008,20.756276,1.834484
20,28,,,
20,29,26.965892,20.263513,1.222467
20,30,26.896767,20.532287,1.179912
20,31,26.811272,20.384471,1.709684
20,32,26.604899,20.575007,1.570363
20,33,26.937546,21.264946,1.414809
20,34,26.958394,21.471916,1.562685
21,1,22.966939,24.21273,1.005966
21,2,23.618508,23.545742,0.936714
21,3,23.749023,23.933032,0.951085
21,4,23.175127,24.06454,1.342814
21,5,23.057279,23.857461,1.160138
21,6,23.334322,23.811718,1.068329
21,7,23.832385,22.903093,0.787863
21,8,23.804129,23.505083,1.264197
21,9,23.513766,23.479516,1.373089
21,10,23.472222,23.085458,1.221904
21,11,,,
21,12,23.624779,23.388643,0.947424
21,13,24.0357,22.82914,0.755914
21,14,23.989762,23.118639,1.228172
21,15,24.13189,23.388255,1.09311
21,16,24.056068,23.334191,1.460968
21,17,24.197079,23.483683,2.028112
21,18,24.367582,23.490092,1.898189
21,19,24.591994,23.568263,1.837689
21,20,25.150141,23.108634,1.831253
21,21,24.357611,23.238327,1.945029
21,22,23.988973,23.148795,1.888004
21,23,23.998207,22.733199,1.814108
21,24,23.842106,22.497761,1.35083
21,25,24.028315,22.50955,1.053206
21,26,24.395,22.521435,0.873813
21,27,23.967892,22.459413,0.794456
21,28,,,
21,29,24.380286,22.820755,1.368175
21,30,,,
21,31,24.842972,22.940079,1.896995
21,32,23.877346,23.223138,1.924868
21,33,23.939747,23.191603,1.43626
21,34,23.284218,22.817351,2.155144
22,1,19.537993,23.329873,1.065771
22,2,18.482495,23.354412,1.155672
22,3,18.502668,22.688479,1.14788
22,4,18.659204,23.61932,1.254571
22,5,18.182106,23.815615,1.030763
22,6,17.979668,24.089754,1.086295
22,7,17.970051,23.347675,1.060562
22,8,18.759337,22.561878,0.668083
22,9,18.450702,23.708611,1.774476
22,10,18.2033,23.139717,1.472059
22,11,,,
22,12,17.49185,22.866378,1.495135
22,13,17.156873,22.706418,1.566387
22,14,17.661527,22.735556,1.557029
22,15,17.602447,22.976045,2.204085
22,16,18.034369,23.413689,1.857574
22,17,17.727617,23.005925,1.717199
22,18,17.612819,23.299767,1.964744
22,19,17.912767,23.494211,1.6478
22,20,18.146383,23.542596,2.052129
22,21,17.558335,23.661703,1.704128
22,22,17.519268,24.052371,1.48097
22,23,17.278298,23.634855,1.245354
22,24,16.96648,23.811122,1.608644
22,25,17.497887,23.704038,0.990159
22,26,18.014288,23.219274,1.161673
22,27,18.22093,22.97011,1.189309
22,28,,,
22,29,18.869693,23.544299,1.644577
22,30,18.922497,23.85404,1.739397
22,31,18.837328,24.435266,1.867018
22,32,19.165795,24.361266,1.754113
22,33,19.033124,24.154219,2.147818
22,34,19.08805,23.982674,1.610452
23,1,31.86712,21.469438,2.25456
23,2,32.448402,22.111843,2.282746
23,3,31.853121,22.161653,2.044583
23,4,32.384719,21.608769,2.126425
23,5,32.915193,20.492053,2.223664
23,6,32.33568,21.546905,2.368704
23,7,31.595929,21.721707,2.399132
23,8,31.461451,21.579333,1.358805
23,9,31.922099,22.004665,1.610929
23,10,32.275115,21.11062,1.774793
23,11,,,
23,12,31.655393,21.113977,2.33327
